"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
21,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,1.36,286,1.43e+08,286,2,0.05
22,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,2.48,283,141500000,283,2,0.05
23,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,1.24,251,125500000,251,2,0.05
24,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,9.2,243,121364022,242.728044,2,0.05
25,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,1.96,184,9.2e+07,184,2,0.05
26,"SLX-10722_SLX-11823.D701_D504","1",1000001,248500000,1.002,2.04,367,183500000,367,2,0.1
27,"SLX-10722_SLX-11823.D701_D504","10",1,134000000,0.973,1.46,210,1.05e+08,210,2,0.1
28,"SLX-10722_SLX-11823.D701_D504","11",500001,134500000,0.971,1.42,215,107500000,215,2,0.1
29,"SLX-10722_SLX-11823.D701_D504","12",1000001,133500000,1.002,2.04,213,106500000,213,2,0.1
30,"SLX-10722_SLX-11823.D701_D504","13",20000001,115169878,0.979,1.58,166,82669878,165.339756,2,0.1
31,"SLX-10722_SLX-11823.D701_D504","14",20500001,106000000,0.982,1.64,150,7.5e+07,150,2,0.1
32,"SLX-10722_SLX-11823.D701_D504","15",22000001,36500000,0.891,-0.18,16,8e+06,16,2,0.1
33,"SLX-10722_SLX-11823.D701_D504","15",36500001,73500000,1.044,2.88,67,33500000,67,2,0.1
34,"SLX-10722_SLX-11823.D701_D504","15",73500001,102500000,0.934,0.680000000000001,51,25500000,51,2,0.1
35,"SLX-10722_SLX-11823.D701_D504","16",500001,90000000,0.941,0.819999999999999,118,5.9e+07,118,2,0.1
36,"SLX-10722_SLX-11823.D701_D504","17",1,81000000,0.976,1.52,121,60500000,121,2,0.1
37,"SLX-10722_SLX-11823.D701_D504","18",500001,78077248,0.969,1.38,127,63077248,126.154496,2,0.1
38,"SLX-10722_SLX-11823.D701_D504","19",1000001,59000000,0.931,0.620000000000001,79,39500000,79,2,0.1
39,"SLX-10722_SLX-11823.D701_D504","2",1000001,243000000,0.994,1.88,385,192500000,385,2,0.1
40,"SLX-10722_SLX-11823.D701_D504","20",1,62500000,0.972,1.44,106,5.3e+07,106,2,0.1
41,"SLX-10722_SLX-11823.D701_D504","21",15500001,48000000,0.994,1.88,51,25500000,51,2,0.1
42,"SLX-10722_SLX-11823.D701_D504","22",19000001,51000000,0.929,0.580000000000001,54,2.7e+07,54,2,0.1
43,"SLX-10722_SLX-11823.D701_D504","3",1,197500000,1.016,2.32,335,167500000,335,2,0.1
44,"SLX-10722_SLX-11823.D701_D504","4",500001,190000000,0.996,1.92,316,1.58e+08,316,2,0.1
45,"SLX-10722_SLX-11823.D701_D504","5",500001,8500000,0.828,-1.44,13,6500000,13,2,0.1
46,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,1.68,286,1.43e+08,286,2,0.1
47,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,2.24,283,141500000,283,2,0.1
48,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,1.62,251,125500000,251,2,0.1
49,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,5.6,243,121364022,242.728044,2,0.1
50,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,1.98,184,9.2e+07,184,2,0.1
51,"SLX-10722_SLX-11823.D701_D504","1",1000001,248500000,1.002,2.02666666666667,367,183500000,367,2,0.15
52,"SLX-10722_SLX-11823.D701_D504","10",1,134000000,0.973,1.64,210,1.05e+08,210,2,0.15
53,"SLX-10722_SLX-11823.D701_D504","11",500001,134500000,0.971,1.61333333333333,215,107500000,215,2,0.15
54,"SLX-10722_SLX-11823.D701_D504","12",1000001,133500000,1.002,2.02666666666667,213,106500000,213,2,0.15
55,"SLX-10722_SLX-11823.D701_D504","13",20000001,115169878,0.979,1.72,166,82669878,165.339756,2,0.15
56,"SLX-10722_SLX-11823.D701_D504","14",20500001,106000000,0.982,1.76,150,7.5e+07,150,2,0.15
57,"SLX-10722_SLX-11823.D701_D504","15",22000001,36500000,0.891,0.546666666666667,16,8e+06,16,2,0.15
58,"SLX-10722_SLX-11823.D701_D504","15",36500001,73500000,1.044,2.58666666666667,67,33500000,67,2,0.15
59,"SLX-10722_SLX-11823.D701_D504","15",73500001,102500000,0.934,1.12,51,25500000,51,2,0.15
60,"SLX-10722_SLX-11823.D701_D504","16",500001,90000000,0.941,1.21333333333333,118,5.9e+07,118,2,0.15
61,"SLX-10722_SLX-11823.D701_D504","17",1,81000000,0.976,1.68,121,60500000,121,2,0.15
62,"SLX-10722_SLX-11823.D701_D504","18",500001,78077248,0.969,1.58666666666667,127,63077248,126.154496,2,0.15
63,"SLX-10722_SLX-11823.D701_D504","19",1000001,59000000,0.931,1.08,79,39500000,79,2,0.15
64,"SLX-10722_SLX-11823.D701_D504","2",1000001,243000000,0.994,1.92,385,192500000,385,2,0.15
65,"SLX-10722_SLX-11823.D701_D504","20",1,62500000,0.972,1.62666666666667,106,5.3e+07,106,2,0.15
66,"SLX-10722_SLX-11823.D701_D504","21",15500001,48000000,0.994,1.92,51,25500000,51,2,0.15
67,"SLX-10722_SLX-11823.D701_D504","22",19000001,51000000,0.929,1.05333333333333,54,2.7e+07,54,2,0.15
68,"SLX-10722_SLX-11823.D701_D504","3",1,197500000,1.016,2.21333333333333,335,167500000,335,2,0.15
69,"SLX-10722_SLX-11823.D701_D504","4",500001,190000000,0.996,1.94666666666667,316,1.58e+08,316,2,0.15
70,"SLX-10722_SLX-11823.D701_D504","5",500001,8500000,0.828,-0.293333333333334,13,6500000,13,2,0.15
71,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,1.78666666666667,286,1.43e+08,286,2,0.15
72,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,2.16,283,141500000,283,2,0.15
73,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,1.74666666666667,251,125500000,251,2,0.15
74,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,4.4,243,121364022,242.728044,2,0.15
75,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,1.98666666666667,184,9.2e+07,184,2,0.15
76,"SLX-10722_SLX-11823.D701_D504","1",1000001,248500000,1.002,2.581,367,183500000,367,2.5,0.05
77,"SLX-10722_SLX-11823.D701_D504","10",1,134000000,0.973,1.4065,210,1.05e+08,210,2.5,0.05
78,"SLX-10722_SLX-11823.D701_D504","11",500001,134500000,0.971,1.3255,215,107500000,215,2.5,0.05
79,"SLX-10722_SLX-11823.D701_D504","12",1000001,133500000,1.002,2.581,213,106500000,213,2.5,0.05
80,"SLX-10722_SLX-11823.D701_D504","13",20000001,115169878,0.979,1.6495,166,82669878,165.339756,2.5,0.05
81,"SLX-10722_SLX-11823.D701_D504","14",20500001,106000000,0.982,1.771,150,7.5e+07,150,2.5,0.05
82,"SLX-10722_SLX-11823.D701_D504","15",22000001,36500000,0.891,-1.9145,16,8e+06,16,2.5,0.05
83,"SLX-10722_SLX-11823.D701_D504","15",36500001,73500000,1.044,4.282,67,33500000,67,2.5,0.05
84,"SLX-10722_SLX-11823.D701_D504","15",73500001,102500000,0.934,-0.172999999999998,51,25500000,51,2.5,0.05
85,"SLX-10722_SLX-11823.D701_D504","16",500001,90000000,0.941,0.110499999999998,118,5.9e+07,118,2.5,0.05
86,"SLX-10722_SLX-11823.D701_D504","17",1,81000000,0.976,1.528,121,60500000,121,2.5,0.05
87,"SLX-10722_SLX-11823.D701_D504","18",500001,78077248,0.969,1.2445,127,63077248,126.154496,2.5,0.05
88,"SLX-10722_SLX-11823.D701_D504","19",1000001,59000000,0.931,-0.294499999999998,79,39500000,79,2.5,0.05
89,"SLX-10722_SLX-11823.D701_D504","2",1000001,243000000,0.994,2.257,385,192500000,385,2.5,0.05
90,"SLX-10722_SLX-11823.D701_D504","20",1,62500000,0.972,1.366,106,5.3e+07,106,2.5,0.05
91,"SLX-10722_SLX-11823.D701_D504","21",15500001,48000000,0.994,2.257,51,25500000,51,2.5,0.05
92,"SLX-10722_SLX-11823.D701_D504","22",19000001,51000000,0.929,-0.375499999999998,54,2.7e+07,54,2.5,0.05
93,"SLX-10722_SLX-11823.D701_D504","3",1,197500000,1.016,3.148,335,167500000,335,2.5,0.05
94,"SLX-10722_SLX-11823.D701_D504","4",500001,190000000,0.996,2.338,316,1.58e+08,316,2.5,0.05
95,"SLX-10722_SLX-11823.D701_D504","5",500001,8500000,0.828,-4.466,13,6500000,13,2.5,0.05
96,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,1.852,286,1.43e+08,286,2.5,0.05
97,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,2.986,283,141500000,283,2.5,0.05
98,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,1.7305,251,125500000,251,2.5,0.05
99,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,9.79,243,121364022,242.728044,2.5,0.05
100,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,2.4595,184,9.2e+07,184,2.5,0.05
101,"SLX-10722_SLX-11823.D701_D504","1",1000001,248500000,1.002,2.541,367,183500000,367,2.5,0.1
102,"SLX-10722_SLX-11823.D701_D504","10",1,134000000,0.973,1.9465,210,1.05e+08,210,2.5,0.1
103,"SLX-10722_SLX-11823.D701_D504","11",500001,134500000,0.971,1.9055,215,107500000,215,2.5,0.1
104,"SLX-10722_SLX-11823.D701_D504","12",1000001,133500000,1.002,2.541,213,106500000,213,2.5,0.1
105,"SLX-10722_SLX-11823.D701_D504","13",20000001,115169878,0.979,2.0695,166,82669878,165.339756,2.5,0.1
106,"SLX-10722_SLX-11823.D701_D504","14",20500001,106000000,0.982,2.131,150,7.5e+07,150,2.5,0.1
107,"SLX-10722_SLX-11823.D701_D504","15",22000001,36500000,0.891,0.2655,16,8e+06,16,2.5,0.1
108,"SLX-10722_SLX-11823.D701_D504","15",36500001,73500000,1.044,3.402,67,33500000,67,2.5,0.1
109,"SLX-10722_SLX-11823.D701_D504","15",73500001,102500000,0.934,1.147,51,25500000,51,2.5,0.1
110,"SLX-10722_SLX-11823.D701_D504","16",500001,90000000,0.941,1.2905,118,5.9e+07,118,2.5,0.1
111,"SLX-10722_SLX-11823.D701_D504","17",1,81000000,0.976,2.008,121,60500000,121,2.5,0.1
112,"SLX-10722_SLX-11823.D701_D504","18",500001,78077248,0.969,1.8645,127,63077248,126.154496,2.5,0.1
113,"SLX-10722_SLX-11823.D701_D504","19",1000001,59000000,0.931,1.0855,79,39500000,79,2.5,0.1
114,"SLX-10722_SLX-11823.D701_D504","2",1000001,243000000,0.994,2.377,385,192500000,385,2.5,0.1
115,"SLX-10722_SLX-11823.D701_D504","20",1,62500000,0.972,1.926,106,5.3e+07,106,2.5,0.1
116,"SLX-10722_SLX-11823.D701_D504","21",15500001,48000000,0.994,2.377,51,25500000,51,2.5,0.1
117,"SLX-10722_SLX-11823.D701_D504","22",19000001,51000000,0.929,1.0445,54,2.7e+07,54,2.5,0.1
118,"SLX-10722_SLX-11823.D701_D504","3",1,197500000,1.016,2.828,335,167500000,335,2.5,0.1
119,"SLX-10722_SLX-11823.D701_D504","4",500001,190000000,0.996,2.418,316,1.58e+08,316,2.5,0.1
120,"SLX-10722_SLX-11823.D701_D504","5",500001,8500000,0.828,-1.026,13,6500000,13,2.5,0.1
121,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,2.172,286,1.43e+08,286,2.5,0.1
122,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,2.746,283,141500000,283,2.5,0.1
123,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,2.1105,251,125500000,251,2.5,0.1
124,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,6.19,243,121364022,242.728044,2.5,0.1
125,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,2.4795,184,9.2e+07,184,2.5,0.1
126,"SLX-10722_SLX-11823.D701_D504","1",1000001,248500000,1.002,2.52766666666667,367,183500000,367,2.5,0.15
127,"SLX-10722_SLX-11823.D701_D504","10",1,134000000,0.973,2.1265,210,1.05e+08,210,2.5,0.15
128,"SLX-10722_SLX-11823.D701_D504","11",500001,134500000,0.971,2.09883333333333,215,107500000,215,2.5,0.15
129,"SLX-10722_SLX-11823.D701_D504","12",1000001,133500000,1.002,2.52766666666667,213,106500000,213,2.5,0.15
130,"SLX-10722_SLX-11823.D701_D504","13",20000001,115169878,0.979,2.2095,166,82669878,165.339756,2.5,0.15
131,"SLX-10722_SLX-11823.D701_D504","14",20500001,106000000,0.982,2.251,150,7.5e+07,150,2.5,0.15
132,"SLX-10722_SLX-11823.D701_D504","15",22000001,36500000,0.891,0.992166666666667,16,8e+06,16,2.5,0.15
133,"SLX-10722_SLX-11823.D701_D504","15",36500001,73500000,1.044,3.10866666666667,67,33500000,67,2.5,0.15
134,"SLX-10722_SLX-11823.D701_D504","15",73500001,102500000,0.934,1.587,51,25500000,51,2.5,0.15
135,"SLX-10722_SLX-11823.D701_D504","16",500001,90000000,0.941,1.68383333333333,118,5.9e+07,118,2.5,0.15
136,"SLX-10722_SLX-11823.D701_D504","17",1,81000000,0.976,2.168,121,60500000,121,2.5,0.15
137,"SLX-10722_SLX-11823.D701_D504","18",500001,78077248,0.969,2.07116666666667,127,63077248,126.154496,2.5,0.15
138,"SLX-10722_SLX-11823.D701_D504","19",1000001,59000000,0.931,1.5455,79,39500000,79,2.5,0.15
139,"SLX-10722_SLX-11823.D701_D504","2",1000001,243000000,0.994,2.417,385,192500000,385,2.5,0.15
140,"SLX-10722_SLX-11823.D701_D504","20",1,62500000,0.972,2.11266666666667,106,5.3e+07,106,2.5,0.15
141,"SLX-10722_SLX-11823.D701_D504","21",15500001,48000000,0.994,2.417,51,25500000,51,2.5,0.15
142,"SLX-10722_SLX-11823.D701_D504","22",19000001,51000000,0.929,1.51783333333333,54,2.7e+07,54,2.5,0.15
143,"SLX-10722_SLX-11823.D701_D504","3",1,197500000,1.016,2.72133333333333,335,167500000,335,2.5,0.15
144,"SLX-10722_SLX-11823.D701_D504","4",500001,190000000,0.996,2.44466666666667,316,1.58e+08,316,2.5,0.15
145,"SLX-10722_SLX-11823.D701_D504","5",500001,8500000,0.828,0.120666666666666,13,6500000,13,2.5,0.15
146,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,2.27866666666667,286,1.43e+08,286,2.5,0.15
147,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,2.666,283,141500000,283,2.5,0.15
148,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,2.23716666666667,251,125500000,251,2.5,0.15
149,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,4.99,243,121364022,242.728044,2.5,0.15
150,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,2.48616666666667,184,9.2e+07,184,2.5,0.15
151,"SLX-10722_SLX-11823.D701_D504","1",1000001,248500000,1.002,3.082,367,183500000,367,3,0.05
152,"SLX-10722_SLX-11823.D701_D504","10",1,134000000,0.973,1.893,210,1.05e+08,210,3,0.05
153,"SLX-10722_SLX-11823.D701_D504","11",500001,134500000,0.971,1.811,215,107500000,215,3,0.05
154,"SLX-10722_SLX-11823.D701_D504","12",1000001,133500000,1.002,3.082,213,106500000,213,3,0.05
155,"SLX-10722_SLX-11823.D701_D504","13",20000001,115169878,0.979,2.139,166,82669878,165.339756,3,0.05
156,"SLX-10722_SLX-11823.D701_D504","14",20500001,106000000,0.982,2.262,150,7.5e+07,150,3,0.05
157,"SLX-10722_SLX-11823.D701_D504","15",22000001,36500000,0.891,-1.469,16,8e+06,16,3,0.05
158,"SLX-10722_SLX-11823.D701_D504","15",36500001,73500000,1.044,4.804,67,33500000,67,3,0.05
159,"SLX-10722_SLX-11823.D701_D504","15",73500001,102500000,0.934,0.294000000000002,51,25500000,51,3,0.05
160,"SLX-10722_SLX-11823.D701_D504","16",500001,90000000,0.941,0.580999999999998,118,5.9e+07,118,3,0.05
161,"SLX-10722_SLX-11823.D701_D504","17",1,81000000,0.976,2.016,121,60500000,121,3,0.05
162,"SLX-10722_SLX-11823.D701_D504","18",500001,78077248,0.969,1.729,127,63077248,126.154496,3,0.05
163,"SLX-10722_SLX-11823.D701_D504","19",1000001,59000000,0.931,0.171000000000002,79,39500000,79,3,0.05
164,"SLX-10722_SLX-11823.D701_D504","2",1000001,243000000,0.994,2.754,385,192500000,385,3,0.05
165,"SLX-10722_SLX-11823.D701_D504","20",1,62500000,0.972,1.852,106,5.3e+07,106,3,0.05
166,"SLX-10722_SLX-11823.D701_D504","21",15500001,48000000,0.994,2.754,51,25500000,51,3,0.05
167,"SLX-10722_SLX-11823.D701_D504","22",19000001,51000000,0.929,0.0890000000000022,54,2.7e+07,54,3,0.05
168,"SLX-10722_SLX-11823.D701_D504","3",1,197500000,1.016,3.656,335,167500000,335,3,0.05
169,"SLX-10722_SLX-11823.D701_D504","4",500001,190000000,0.996,2.836,316,1.58e+08,316,3,0.05
170,"SLX-10722_SLX-11823.D701_D504","5",500001,8500000,0.828,-4.052,13,6500000,13,3,0.05
171,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,2.344,286,1.43e+08,286,3,0.05
172,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,3.492,283,141500000,283,3,0.05
173,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,2.221,251,125500000,251,3,0.05
174,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,10.38,243,121364022,242.728044,3,0.05
175,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,2.959,184,9.2e+07,184,3,0.05
176,"SLX-10722_SLX-11823.D701_D504","1",1000001,248500000,1.002,3.042,367,183500000,367,3,0.1
177,"SLX-10722_SLX-11823.D701_D504","10",1,134000000,0.973,2.433,210,1.05e+08,210,3,0.1
178,"SLX-10722_SLX-11823.D701_D504","11",500001,134500000,0.971,2.391,215,107500000,215,3,0.1
179,"SLX-10722_SLX-11823.D701_D504","12",1000001,133500000,1.002,3.042,213,106500000,213,3,0.1
180,"SLX-10722_SLX-11823.D701_D504","13",20000001,115169878,0.979,2.559,166,82669878,165.339756,3,0.1
181,"SLX-10722_SLX-11823.D701_D504","14",20500001,106000000,0.982,2.622,150,7.5e+07,150,3,0.1
182,"SLX-10722_SLX-11823.D701_D504","15",22000001,36500000,0.891,0.711,16,8e+06,16,3,0.1
183,"SLX-10722_SLX-11823.D701_D504","15",36500001,73500000,1.044,3.924,67,33500000,67,3,0.1
184,"SLX-10722_SLX-11823.D701_D504","15",73500001,102500000,0.934,1.614,51,25500000,51,3,0.1
185,"SLX-10722_SLX-11823.D701_D504","16",500001,90000000,0.941,1.761,118,5.9e+07,118,3,0.1
186,"SLX-10722_SLX-11823.D701_D504","17",1,81000000,0.976,2.496,121,60500000,121,3,0.1
187,"SLX-10722_SLX-11823.D701_D504","18",500001,78077248,0.969,2.349,127,63077248,126.154496,3,0.1
188,"SLX-10722_SLX-11823.D701_D504","19",1000001,59000000,0.931,1.551,79,39500000,79,3,0.1
189,"SLX-10722_SLX-11823.D701_D504","2",1000001,243000000,0.994,2.874,385,192500000,385,3,0.1
190,"SLX-10722_SLX-11823.D701_D504","20",1,62500000,0.972,2.412,106,5.3e+07,106,3,0.1
191,"SLX-10722_SLX-11823.D701_D504","21",15500001,48000000,0.994,2.874,51,25500000,51,3,0.1
192,"SLX-10722_SLX-11823.D701_D504","22",19000001,51000000,0.929,1.509,54,2.7e+07,54,3,0.1
193,"SLX-10722_SLX-11823.D701_D504","3",1,197500000,1.016,3.336,335,167500000,335,3,0.1
194,"SLX-10722_SLX-11823.D701_D504","4",500001,190000000,0.996,2.916,316,1.58e+08,316,3,0.1
195,"SLX-10722_SLX-11823.D701_D504","5",500001,8500000,0.828,-0.612000000000001,13,6500000,13,3,0.1
196,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,2.664,286,1.43e+08,286,3,0.1
197,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,3.252,283,141500000,283,3,0.1
198,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,2.601,251,125500000,251,3,0.1
199,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,6.78,243,121364022,242.728044,3,0.1
200,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,2.979,184,9.2e+07,184,3,0.1
201,"SLX-10722_SLX-11823.D701_D504","1",1000001,248500000,1.002,3.02866666666667,367,183500000,367,3,0.15
202,"SLX-10722_SLX-11823.D701_D504","10",1,134000000,0.973,2.613,210,1.05e+08,210,3,0.15
203,"SLX-10722_SLX-11823.D701_D504","11",500001,134500000,0.971,2.58433333333333,215,107500000,215,3,0.15
204,"SLX-10722_SLX-11823.D701_D504","12",1000001,133500000,1.002,3.02866666666667,213,106500000,213,3,0.15
205,"SLX-10722_SLX-11823.D701_D504","13",20000001,115169878,0.979,2.699,166,82669878,165.339756,3,0.15
206,"SLX-10722_SLX-11823.D701_D504","14",20500001,106000000,0.982,2.742,150,7.5e+07,150,3,0.15
207,"SLX-10722_SLX-11823.D701_D504","15",22000001,36500000,0.891,1.43766666666667,16,8e+06,16,3,0.15
208,"SLX-10722_SLX-11823.D701_D504","15",36500001,73500000,1.044,3.63066666666667,67,33500000,67,3,0.15
209,"SLX-10722_SLX-11823.D701_D504","15",73500001,102500000,0.934,2.054,51,25500000,51,3,0.15
210,"SLX-10722_SLX-11823.D701_D504","16",500001,90000000,0.941,2.15433333333333,118,5.9e+07,118,3,0.15
211,"SLX-10722_SLX-11823.D701_D504","17",1,81000000,0.976,2.656,121,60500000,121,3,0.15
212,"SLX-10722_SLX-11823.D701_D504","18",500001,78077248,0.969,2.55566666666667,127,63077248,126.154496,3,0.15
213,"SLX-10722_SLX-11823.D701_D504","19",1000001,59000000,0.931,2.011,79,39500000,79,3,0.15
214,"SLX-10722_SLX-11823.D701_D504","2",1000001,243000000,0.994,2.914,385,192500000,385,3,0.15
215,"SLX-10722_SLX-11823.D701_D504","20",1,62500000,0.972,2.59866666666667,106,5.3e+07,106,3,0.15
216,"SLX-10722_SLX-11823.D701_D504","21",15500001,48000000,0.994,2.914,51,25500000,51,3,0.15
217,"SLX-10722_SLX-11823.D701_D504","22",19000001,51000000,0.929,1.98233333333333,54,2.7e+07,54,3,0.15
218,"SLX-10722_SLX-11823.D701_D504","3",1,197500000,1.016,3.22933333333333,335,167500000,335,3,0.15
219,"SLX-10722_SLX-11823.D701_D504","4",500001,190000000,0.996,2.94266666666667,316,1.58e+08,316,3,0.15
220,"SLX-10722_SLX-11823.D701_D504","5",500001,8500000,0.828,0.534666666666666,13,6500000,13,3,0.15
221,"SLX-10722_SLX-11823.D701_D504","5",8500001,180500000,0.984,2.77066666666667,286,1.43e+08,286,3,0.15
222,"SLX-10722_SLX-11823.D701_D504","6",500001,170500000,1.012,3.172,283,141500000,283,3,0.15
223,"SLX-10722_SLX-11823.D701_D504","7",1,159000000,0.981,2.72766666666667,251,125500000,251,3,0.15
224,"SLX-10722_SLX-11823.D701_D504","8",500001,146364022,1.18,5.58,243,121364022,242.728044,3,0.15
225,"SLX-10722_SLX-11823.D701_D504","9",500001,140500000,0.999,2.98566666666667,184,9.2e+07,184,3,0.15
