"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
43,"SLX-12451.D701_D508","5",84000001,180500000,0.653,-11.88,169,84500000,169,2,0.05
44,"SLX-12451.D701_D508","6",500001,27500000,0.689,-10.44,46,23000000,46,2,0.05
45,"SLX-12451.D701_D508","6",27500001,32000000,1.336,15.44,6,3000000,6,2,0.05
46,"SLX-12451.D701_D508","6",33000001,57000000,0.844,-4.24,39,19500000,39,2,0.05
47,"SLX-12451.D701_D508","6",62500001,159500000,1.002,2.08,171,85500000,171,2,0.05
48,"SLX-12451.D701_D508","6",159500001,170500000,0.914,-1.44,21,10500000,21,2,0.05
49,"SLX-12451.D701_D508","7",1,159000000,1.081,5.24,251,125500000,251,2,0.05
50,"SLX-12451.D701_D508","8",500001,21000000,0.942,-0.320000000000002,34,17000000,34,2,0.05
51,"SLX-12451.D701_D508","8",22000001,37000000,0.669,-11.24,28,14000000,28,2,0.05
52,"SLX-12451.D701_D508","8",37000001,40000000,1.44,19.6,6,3000000,6,2,0.05
53,"SLX-12451.D701_D508","8",40000001,58500000,0.952,0.0799999999999983,22,11000000,22,2,0.05
54,"SLX-12451.D701_D508","8",58500001,131500000,1.004,2.16,129,64500000,129,2,0.05
55,"SLX-12451.D701_D508","8",131500001,146364022,0.944,-0.240000000000002,24,11864022,23.728044,2,0.05
56,"SLX-12451.D701_D508","9",500001,86000000,0.671,-11.16,89,44500000,89,2,0.05
57,"SLX-12451.D701_D508","9",86000001,140500000,0.939,-0.440000000000002,95,47500000,95,2,0.05
58,"SLX-12451.D701_D508","1",1000001,248500000,0.978,1.56,367,183500000,367,2,0.1
59,"SLX-12451.D701_D508","10",1,11000000,0.814,-1.72,18,9000000,18,2,0.1
60,"SLX-12451.D701_D508","10",11000001,17500000,0.929,0.580000000000001,13,6500000,13,2,0.1
61,"SLX-12451.D701_D508","10",19000001,25500000,0.825,-1.5,12,6000000,12,2,0.1
62,"SLX-12451.D701_D508","10",25500001,37500000,0.958,1.16,20,10000000,20,2,0.1
63,"SLX-12451.D701_D508","10",43500001,67000000,0.582,-6.36,34,17000000,34,2,0.1
64,"SLX-12451.D701_D508","10",67000001,107000000,0.693,-4.14,64,32000000,64,2,0.1
65,"SLX-12451.D701_D508","10",107000001,134000000,0.819,-1.62,49,24500000,49,2,0.1
66,"SLX-12451.D701_D508","11",500001,134500000,0.815,-1.7,215,107500000,215,2,0.1
67,"SLX-12451.D701_D508","12",1000001,3500000,1.303,8.06,5,2500000,5,2,0.1
68,"SLX-12451.D701_D508","12",3500001,9500000,0.941,0.819999999999999,10,5000000,10,2,0.1
69,"SLX-12451.D701_D508","12",10000001,97000000,1,2,136,68000000,136,2,0.1
70,"SLX-12451.D701_D508","12",97000001,131000000,0.948,0.959999999999999,59,29500000,59,2,0.1
71,"SLX-12451.D701_D508","12",131500001,133500000,0.658,-4.84,3,1500000,3,2,0.1
72,"SLX-12451.D701_D508","13",20000001,32500000,0.645,-5.1,20,10000000,20,2,0.1
73,"SLX-12451.D701_D508","13",32500001,115169878,0.696,-4.08,146,72669878,145.339756,2,0.1
74,"SLX-12451.D701_D508","14",20500001,70500000,0.955,1.1,89,44500000,89,2,0.1
75,"SLX-12451.D701_D508","14",70500001,106000000,0.917,0.340000000000001,61,30500000,61,2,0.1
76,"SLX-12451.D701_D508","15",22000001,36500000,0.888,-0.24,16,8000000,16,2,0.1
77,"SLX-12451.D701_D508","15",36500001,73500000,0.99,1.8,67,33500000,67,2,0.1
78,"SLX-12451.D701_D508","15",73500001,102500000,0.923,0.460000000000001,51,25500000,51,2,0.1
79,"SLX-12451.D701_D508","16",500001,90000000,0.91,0.200000000000001,118,59000000,118,2,0.1
80,"SLX-12451.D701_D508","17",1,18000000,0.607,-5.86,33,16500000,33,2,0.1
81,"SLX-12451.D701_D508","17",26000001,81000000,0.985,1.7,88,44000000,88,2,0.1
82,"SLX-12451.D701_D508","18",500001,23000000,0.762,-2.76,30,15000000,30,2,0.1
83,"SLX-12451.D701_D508","18",23000001,78077248,0.487,-8.26,97,48077248,96.154496,2,0.1
84,"SLX-12451.D701_D508","19",1000001,59000000,0.916,0.320000000000001,79,39500000,79,2,0.1
85,"SLX-12451.D701_D508","2",1000001,243000000,1.065,3.3,385,192500000,385,2,0.1
86,"SLX-12451.D701_D508","20",1,62500000,0.961,1.22,106,53000000,106,2,0.1
87,"SLX-12451.D701_D508","21",15500001,20000000,1.211,6.22,7,3500000,7,2,0.1
88,"SLX-12451.D701_D508","21",20000001,48000000,0.637,-5.26,44,22000000,44,2,0.1
89,"SLX-12451.D701_D508","22",19000001,51000000,0.881,-0.38,54,27000000,54,2,0.1
90,"SLX-12451.D701_D508","3",1,87000000,0.746,-3.08,152,76000000,152,2,0.1
91,"SLX-12451.D701_D508","3",87000001,125000000,0.804,-1.92,60,30000000,60,2,0.1
92,"SLX-12451.D701_D508","3",125500001,144000000,0.744,-3.12,30,15000000,30,2,0.1
93,"SLX-12451.D701_D508","3",144000001,197500000,0.79,-2.2,93,46500000,93,2,0.1
94,"SLX-12451.D701_D508","4",500001,23000000,0.612,-5.76,33,16500000,33,2,0.1
95,"SLX-12451.D701_D508","4",23000001,49000000,0.983,1.66,47,23500000,47,2,0.1
96,"SLX-12451.D701_D508","4",53000001,190000000,0.671,-4.58,236,118000000,236,2,0.1
97,"SLX-12451.D701_D508","5",500001,55500000,1.126,4.52,84,42000000,84,2,0.1
98,"SLX-12451.D701_D508","5",55500001,81000000,0.663,-4.74,40,20000000,40,2,0.1
99,"SLX-12451.D701_D508","5",81000001,84000000,1.135,4.7,6,3000000,6,2,0.1
100,"SLX-12451.D701_D508","5",84000001,180500000,0.653,-4.94,169,84500000,169,2,0.1
101,"SLX-12451.D701_D508","6",500001,27500000,0.689,-4.22,46,23000000,46,2,0.1
102,"SLX-12451.D701_D508","6",27500001,32000000,1.336,8.72,6,3000000,6,2,0.1
103,"SLX-12451.D701_D508","6",33000001,57000000,0.844,-1.12,39,19500000,39,2,0.1
104,"SLX-12451.D701_D508","6",62500001,159500000,1.002,2.04,171,85500000,171,2,0.1
105,"SLX-12451.D701_D508","6",159500001,170500000,0.914,0.280000000000001,21,10500000,21,2,0.1
106,"SLX-12451.D701_D508","7",1,159000000,1.081,3.62,251,125500000,251,2,0.1
107,"SLX-12451.D701_D508","8",500001,21000000,0.942,0.839999999999999,34,17000000,34,2,0.1
108,"SLX-12451.D701_D508","8",22000001,37000000,0.669,-4.62,28,14000000,28,2,0.1
109,"SLX-12451.D701_D508","8",37000001,40000000,1.44,10.8,6,3000000,6,2,0.1
110,"SLX-12451.D701_D508","8",40000001,58500000,0.952,1.04,22,11000000,22,2,0.1
111,"SLX-12451.D701_D508","8",58500001,131500000,1.004,2.08,129,64500000,129,2,0.1
112,"SLX-12451.D701_D508","8",131500001,146364022,0.944,0.879999999999999,24,11864022,23.728044,2,0.1
113,"SLX-12451.D701_D508","9",500001,86000000,0.671,-4.58,89,44500000,89,2,0.1
114,"SLX-12451.D701_D508","9",86000001,140500000,0.939,0.779999999999999,95,47500000,95,2,0.1
115,"SLX-12451.D701_D508","1",1000001,248500000,0.978,1.70666666666667,367,183500000,367,2,0.15
116,"SLX-12451.D701_D508","10",1,11000000,0.814,-0.480000000000001,18,9000000,18,2,0.15
117,"SLX-12451.D701_D508","10",11000001,17500000,0.929,1.05333333333333,13,6500000,13,2,0.15
118,"SLX-12451.D701_D508","10",19000001,25500000,0.825,-0.333333333333334,12,6000000,12,2,0.15
119,"SLX-12451.D701_D508","10",25500001,37500000,0.958,1.44,20,10000000,20,2,0.15
120,"SLX-12451.D701_D508","10",43500001,67000000,0.582,-3.57333333333333,34,17000000,34,2,0.15
121,"SLX-12451.D701_D508","10",67000001,107000000,0.693,-2.09333333333333,64,32000000,64,2,0.15
122,"SLX-12451.D701_D508","10",107000001,134000000,0.819,-0.413333333333334,49,24500000,49,2,0.15
123,"SLX-12451.D701_D508","11",500001,134500000,0.815,-0.466666666666668,215,107500000,215,2,0.15
124,"SLX-12451.D701_D508","12",1000001,3500000,1.303,6.04,5,2500000,5,2,0.15
125,"SLX-12451.D701_D508","12",3500001,9500000,0.941,1.21333333333333,10,5000000,10,2,0.15
126,"SLX-12451.D701_D508","12",10000001,97000000,1,2,136,68000000,136,2,0.15
127,"SLX-12451.D701_D508","12",97000001,131000000,0.948,1.30666666666667,59,29500000,59,2,0.15
128,"SLX-12451.D701_D508","12",131500001,133500000,0.658,-2.56,3,1500000,3,2,0.15
129,"SLX-12451.D701_D508","13",20000001,32500000,0.645,-2.73333333333333,20,10000000,20,2,0.15
130,"SLX-12451.D701_D508","13",32500001,115169878,0.696,-2.05333333333333,146,72669878,145.339756,2,0.15
131,"SLX-12451.D701_D508","14",20500001,70500000,0.955,1.4,89,44500000,89,2,0.15
132,"SLX-12451.D701_D508","14",70500001,106000000,0.917,0.893333333333334,61,30500000,61,2,0.15
133,"SLX-12451.D701_D508","15",22000001,36500000,0.888,0.506666666666667,16,8000000,16,2,0.15
134,"SLX-12451.D701_D508","15",36500001,73500000,0.99,1.86666666666667,67,33500000,67,2,0.15
135,"SLX-12451.D701_D508","15",73500001,102500000,0.923,0.973333333333334,51,25500000,51,2,0.15
136,"SLX-12451.D701_D508","16",500001,90000000,0.91,0.8,118,59000000,118,2,0.15
137,"SLX-12451.D701_D508","17",1,18000000,0.607,-3.24,33,16500000,33,2,0.15
138,"SLX-12451.D701_D508","17",26000001,81000000,0.985,1.8,88,44000000,88,2,0.15
139,"SLX-12451.D701_D508","18",500001,23000000,0.762,-1.17333333333333,30,15000000,30,2,0.15
140,"SLX-12451.D701_D508","18",23000001,78077248,0.487,-4.84,97,48077248,96.154496,2,0.15
141,"SLX-12451.D701_D508","19",1000001,59000000,0.916,0.88,79,39500000,79,2,0.15
142,"SLX-12451.D701_D508","2",1000001,243000000,1.065,2.86666666666667,385,192500000,385,2,0.15
143,"SLX-12451.D701_D508","20",1,62500000,0.961,1.48,106,53000000,106,2,0.15
144,"SLX-12451.D701_D508","21",15500001,20000000,1.211,4.81333333333333,7,3500000,7,2,0.15
145,"SLX-12451.D701_D508","21",20000001,48000000,0.637,-2.84,44,22000000,44,2,0.15
146,"SLX-12451.D701_D508","22",19000001,51000000,0.881,0.413333333333333,54,27000000,54,2,0.15
147,"SLX-12451.D701_D508","3",1,87000000,0.746,-1.38666666666667,152,76000000,152,2,0.15
148,"SLX-12451.D701_D508","3",87000001,125000000,0.804,-0.613333333333333,60,30000000,60,2,0.15
149,"SLX-12451.D701_D508","3",125500001,144000000,0.744,-1.41333333333333,30,15000000,30,2,0.15
150,"SLX-12451.D701_D508","3",144000001,197500000,0.79,-0.8,93,46500000,93,2,0.15
151,"SLX-12451.D701_D508","4",500001,23000000,0.612,-3.17333333333333,33,16500000,33,2,0.15
152,"SLX-12451.D701_D508","4",23000001,49000000,0.983,1.77333333333333,47,23500000,47,2,0.15
153,"SLX-12451.D701_D508","4",53000001,190000000,0.671,-2.38666666666667,236,118000000,236,2,0.15
154,"SLX-12451.D701_D508","5",500001,55500000,1.126,3.68,84,42000000,84,2,0.15
155,"SLX-12451.D701_D508","5",55500001,81000000,0.663,-2.49333333333333,40,20000000,40,2,0.15
156,"SLX-12451.D701_D508","5",81000001,84000000,1.135,3.8,6,3000000,6,2,0.15
157,"SLX-12451.D701_D508","5",84000001,180500000,0.653,-2.62666666666667,169,84500000,169,2,0.15
158,"SLX-12451.D701_D508","6",500001,27500000,0.689,-2.14666666666667,46,23000000,46,2,0.15
159,"SLX-12451.D701_D508","6",27500001,32000000,1.336,6.48,6,3000000,6,2,0.15
160,"SLX-12451.D701_D508","6",33000001,57000000,0.844,-0.0800000000000005,39,19500000,39,2,0.15
161,"SLX-12451.D701_D508","6",62500001,159500000,1.002,2.02666666666667,171,85500000,171,2,0.15
162,"SLX-12451.D701_D508","6",159500001,170500000,0.914,0.853333333333334,21,10500000,21,2,0.15
163,"SLX-12451.D701_D508","7",1,159000000,1.081,3.08,251,125500000,251,2,0.15
164,"SLX-12451.D701_D508","8",500001,21000000,0.942,1.22666666666667,34,17000000,34,2,0.15
165,"SLX-12451.D701_D508","8",22000001,37000000,0.669,-2.41333333333333,28,14000000,28,2,0.15
166,"SLX-12451.D701_D508","8",37000001,40000000,1.44,7.86666666666667,6,3000000,6,2,0.15
167,"SLX-12451.D701_D508","8",40000001,58500000,0.952,1.36,22,11000000,22,2,0.15
168,"SLX-12451.D701_D508","8",58500001,131500000,1.004,2.05333333333333,129,64500000,129,2,0.15
169,"SLX-12451.D701_D508","8",131500001,146364022,0.944,1.25333333333333,24,11864022,23.728044,2,0.15
170,"SLX-12451.D701_D508","9",500001,86000000,0.671,-2.38666666666667,89,44500000,89,2,0.15
171,"SLX-12451.D701_D508","9",86000001,140500000,0.939,1.18666666666667,95,47500000,95,2,0.15
172,"SLX-12451.D701_D508","1",1000001,248500000,0.978,1.609,367,183500000,367,2.5,0.05
173,"SLX-12451.D701_D508","10",1,11000000,0.814,-5.033,18,9000000,18,2.5,0.05
174,"SLX-12451.D701_D508","10",11000001,17500000,0.929,-0.375499999999998,13,6500000,13,2.5,0.05
175,"SLX-12451.D701_D508","10",19000001,25500000,0.825,-4.5875,12,6000000,12,2.5,0.05
176,"SLX-12451.D701_D508","10",25500001,37500000,0.958,0.798999999999999,20,10000000,20,2.5,0.05
177,"SLX-12451.D701_D508","10",43500001,67000000,0.582,-14.429,34,17000000,34,2.5,0.05
178,"SLX-12451.D701_D508","10",67000001,107000000,0.693,-9.9335,64,32000000,64,2.5,0.05
179,"SLX-12451.D701_D508","10",107000001,134000000,0.819,-4.8305,49,24500000,49,2.5,0.05
180,"SLX-12451.D701_D508","11",500001,134500000,0.815,-4.9925,215,107500000,215,2.5,0.05
181,"SLX-12451.D701_D508","12",1000001,3500000,1.303,14.7715,5,2500000,5,2.5,0.05
182,"SLX-12451.D701_D508","12",3500001,9500000,0.941,0.110499999999998,10,5000000,10,2.5,0.05
183,"SLX-12451.D701_D508","12",10000001,97000000,1,2.5,136,68000000,136,2.5,0.05
184,"SLX-12451.D701_D508","12",97000001,131000000,0.948,0.393999999999998,59,29500000,59,2.5,0.05
185,"SLX-12451.D701_D508","12",131500001,133500000,0.658,-11.351,3,1500000,3,2.5,0.05
186,"SLX-12451.D701_D508","13",20000001,32500000,0.645,-11.8775,20,10000000,20,2.5,0.05
187,"SLX-12451.D701_D508","13",32500001,115169878,0.696,-9.812,146,72669878,145.339756,2.5,0.05
188,"SLX-12451.D701_D508","14",20500001,70500000,0.955,0.677499999999998,89,44500000,89,2.5,0.05
189,"SLX-12451.D701_D508","14",70500001,106000000,0.917,-0.861499999999999,61,30500000,61,2.5,0.05
190,"SLX-12451.D701_D508","15",22000001,36500000,0.888,-2.036,16,8000000,16,2.5,0.05
191,"SLX-12451.D701_D508","15",36500001,73500000,0.99,2.095,67,33500000,67,2.5,0.05
192,"SLX-12451.D701_D508","15",73500001,102500000,0.923,-0.618499999999998,51,25500000,51,2.5,0.05
193,"SLX-12451.D701_D508","16",500001,90000000,0.91,-1.145,118,59000000,118,2.5,0.05
194,"SLX-12451.D701_D508","17",1,18000000,0.607,-13.4165,33,16500000,33,2.5,0.05
195,"SLX-12451.D701_D508","17",26000001,81000000,0.985,1.8925,88,44000000,88,2.5,0.05
196,"SLX-12451.D701_D508","18",500001,23000000,0.762,-7.139,30,15000000,30,2.5,0.05
197,"SLX-12451.D701_D508","18",23000001,78077248,0.487,-18.2765,97,48077248,96.154496,2.5,0.05
198,"SLX-12451.D701_D508","19",1000001,59000000,0.916,-0.901999999999998,79,39500000,79,2.5,0.05
199,"SLX-12451.D701_D508","2",1000001,243000000,1.065,5.1325,385,192500000,385,2.5,0.05
200,"SLX-12451.D701_D508","20",1,62500000,0.961,0.920499999999999,106,53000000,106,2.5,0.05
201,"SLX-12451.D701_D508","21",15500001,20000000,1.211,11.0455,7,3500000,7,2.5,0.05
202,"SLX-12451.D701_D508","21",20000001,48000000,0.637,-12.2015,44,22000000,44,2.5,0.05
203,"SLX-12451.D701_D508","22",19000001,51000000,0.881,-2.3195,54,27000000,54,2.5,0.05
204,"SLX-12451.D701_D508","3",1,87000000,0.746,-7.787,152,76000000,152,2.5,0.05
205,"SLX-12451.D701_D508","3",87000001,125000000,0.804,-5.438,60,30000000,60,2.5,0.05
206,"SLX-12451.D701_D508","3",125500001,144000000,0.744,-7.868,30,15000000,30,2.5,0.05
207,"SLX-12451.D701_D508","3",144000001,197500000,0.79,-6.005,93,46500000,93,2.5,0.05
208,"SLX-12451.D701_D508","4",500001,23000000,0.612,-13.214,33,16500000,33,2.5,0.05
209,"SLX-12451.D701_D508","4",23000001,49000000,0.983,1.8115,47,23500000,47,2.5,0.05
210,"SLX-12451.D701_D508","4",53000001,190000000,0.671,-10.8245,236,118000000,236,2.5,0.05
211,"SLX-12451.D701_D508","5",500001,55500000,1.126,7.603,84,42000000,84,2.5,0.05
212,"SLX-12451.D701_D508","5",55500001,81000000,0.663,-11.1485,40,20000000,40,2.5,0.05
213,"SLX-12451.D701_D508","5",81000001,84000000,1.135,7.9675,6,3000000,6,2.5,0.05
214,"SLX-12451.D701_D508","5",84000001,180500000,0.653,-11.5535,169,84500000,169,2.5,0.05
215,"SLX-12451.D701_D508","6",500001,27500000,0.689,-10.0955,46,23000000,46,2.5,0.05
216,"SLX-12451.D701_D508","6",27500001,32000000,1.336,16.108,6,3000000,6,2.5,0.05
217,"SLX-12451.D701_D508","6",33000001,57000000,0.844,-3.818,39,19500000,39,2.5,0.05
218,"SLX-12451.D701_D508","6",62500001,159500000,1.002,2.581,171,85500000,171,2.5,0.05
219,"SLX-12451.D701_D508","6",159500001,170500000,0.914,-0.982999999999999,21,10500000,21,2.5,0.05
220,"SLX-12451.D701_D508","7",1,159000000,1.081,5.7805,251,125500000,251,2.5,0.05
221,"SLX-12451.D701_D508","8",500001,21000000,0.942,0.150999999999998,34,17000000,34,2.5,0.05
222,"SLX-12451.D701_D508","8",22000001,37000000,0.669,-10.9055,28,14000000,28,2.5,0.05
223,"SLX-12451.D701_D508","8",37000001,40000000,1.44,20.32,6,3000000,6,2.5,0.05
224,"SLX-12451.D701_D508","8",40000001,58500000,0.952,0.555999999999998,22,11000000,22,2.5,0.05
225,"SLX-12451.D701_D508","8",58500001,131500000,1.004,2.662,129,64500000,129,2.5,0.05
226,"SLX-12451.D701_D508","8",131500001,146364022,0.944,0.231999999999998,24,11864022,23.728044,2.5,0.05
227,"SLX-12451.D701_D508","9",500001,86000000,0.671,-10.8245,89,44500000,89,2.5,0.05
228,"SLX-12451.D701_D508","9",86000001,140500000,0.939,0.0294999999999979,95,47500000,95,2.5,0.05
229,"SLX-12451.D701_D508","1",1000001,248500000,0.978,2.049,367,183500000,367,2.5,0.1
230,"SLX-12451.D701_D508","10",1,11000000,0.814,-1.313,18,9000000,18,2.5,0.1
231,"SLX-12451.D701_D508","10",11000001,17500000,0.929,1.0445,13,6500000,13,2.5,0.1
232,"SLX-12451.D701_D508","10",19000001,25500000,0.825,-1.0875,12,6000000,12,2.5,0.1
233,"SLX-12451.D701_D508","10",25500001,37500000,0.958,1.639,20,10000000,20,2.5,0.1
234,"SLX-12451.D701_D508","10",43500001,67000000,0.582,-6.069,34,17000000,34,2.5,0.1
235,"SLX-12451.D701_D508","10",67000001,107000000,0.693,-3.7935,64,32000000,64,2.5,0.1
236,"SLX-12451.D701_D508","10",107000001,134000000,0.819,-1.2105,49,24500000,49,2.5,0.1
237,"SLX-12451.D701_D508","11",500001,134500000,0.815,-1.2925,215,107500000,215,2.5,0.1
238,"SLX-12451.D701_D508","12",1000001,3500000,1.303,8.7115,5,2500000,5,2.5,0.1
239,"SLX-12451.D701_D508","12",3500001,9500000,0.941,1.2905,10,5000000,10,2.5,0.1
240,"SLX-12451.D701_D508","12",10000001,97000000,1,2.5,136,68000000,136,2.5,0.1
241,"SLX-12451.D701_D508","12",97000001,131000000,0.948,1.434,59,29500000,59,2.5,0.1
242,"SLX-12451.D701_D508","12",131500001,133500000,0.658,-4.511,3,1500000,3,2.5,0.1
243,"SLX-12451.D701_D508","13",20000001,32500000,0.645,-4.7775,20,10000000,20,2.5,0.1
244,"SLX-12451.D701_D508","13",32500001,115169878,0.696,-3.732,146,72669878,145.339756,2.5,0.1
245,"SLX-12451.D701_D508","14",20500001,70500000,0.955,1.5775,89,44500000,89,2.5,0.1
246,"SLX-12451.D701_D508","14",70500001,106000000,0.917,0.798500000000001,61,30500000,61,2.5,0.1
247,"SLX-12451.D701_D508","15",22000001,36500000,0.888,0.204,16,8000000,16,2.5,0.1
248,"SLX-12451.D701_D508","15",36500001,73500000,0.99,2.295,67,33500000,67,2.5,0.1
249,"SLX-12451.D701_D508","15",73500001,102500000,0.923,0.921500000000001,51,25500000,51,2.5,0.1
250,"SLX-12451.D701_D508","16",500001,90000000,0.91,0.655000000000001,118,59000000,118,2.5,0.1
251,"SLX-12451.D701_D508","17",1,18000000,0.607,-5.5565,33,16500000,33,2.5,0.1
252,"SLX-12451.D701_D508","17",26000001,81000000,0.985,2.1925,88,44000000,88,2.5,0.1
253,"SLX-12451.D701_D508","18",500001,23000000,0.762,-2.379,30,15000000,30,2.5,0.1
254,"SLX-12451.D701_D508","18",23000001,78077248,0.487,-8.0165,97,48077248,96.154496,2.5,0.1
255,"SLX-12451.D701_D508","19",1000001,59000000,0.916,0.778000000000001,79,39500000,79,2.5,0.1
256,"SLX-12451.D701_D508","2",1000001,243000000,1.065,3.8325,385,192500000,385,2.5,0.1
257,"SLX-12451.D701_D508","20",1,62500000,0.961,1.7005,106,53000000,106,2.5,0.1
258,"SLX-12451.D701_D508","21",15500001,20000000,1.211,6.8255,7,3500000,7,2.5,0.1
259,"SLX-12451.D701_D508","21",20000001,48000000,0.637,-4.9415,44,22000000,44,2.5,0.1
260,"SLX-12451.D701_D508","22",19000001,51000000,0.881,0.0605000000000002,54,27000000,54,2.5,0.1
261,"SLX-12451.D701_D508","3",1,87000000,0.746,-2.707,152,76000000,152,2.5,0.1
262,"SLX-12451.D701_D508","3",87000001,125000000,0.804,-1.518,60,30000000,60,2.5,0.1
263,"SLX-12451.D701_D508","3",125500001,144000000,0.744,-2.748,30,15000000,30,2.5,0.1
264,"SLX-12451.D701_D508","3",144000001,197500000,0.79,-1.805,93,46500000,93,2.5,0.1
265,"SLX-12451.D701_D508","4",500001,23000000,0.612,-5.454,33,16500000,33,2.5,0.1
266,"SLX-12451.D701_D508","4",23000001,49000000,0.983,2.1515,47,23500000,47,2.5,0.1
267,"SLX-12451.D701_D508","4",53000001,190000000,0.671,-4.2445,236,118000000,236,2.5,0.1
268,"SLX-12451.D701_D508","5",500001,55500000,1.126,5.083,84,42000000,84,2.5,0.1
269,"SLX-12451.D701_D508","5",55500001,81000000,0.663,-4.4085,40,20000000,40,2.5,0.1
270,"SLX-12451.D701_D508","5",81000001,84000000,1.135,5.2675,6,3000000,6,2.5,0.1
271,"SLX-12451.D701_D508","5",84000001,180500000,0.653,-4.6135,169,84500000,169,2.5,0.1
272,"SLX-12451.D701_D508","6",500001,27500000,0.689,-3.8755,46,23000000,46,2.5,0.1
273,"SLX-12451.D701_D508","6",27500001,32000000,1.336,9.388,6,3000000,6,2.5,0.1
274,"SLX-12451.D701_D508","6",33000001,57000000,0.844,-0.698,39,19500000,39,2.5,0.1
275,"SLX-12451.D701_D508","6",62500001,159500000,1.002,2.541,171,85500000,171,2.5,0.1
