"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
107,"SLX-13692.D707_D501","22",19000001,51000000,1.026,3.553,54,27000000,54,2.5,0.05
108,"SLX-13692.D707_D501","3",1,197500000,1.104,6.712,335,167500000,335,2.5,0.05
109,"SLX-13692.D707_D501","4",500001,190000000,0.957,0.758499999999998,316,158000000,316,2.5,0.05
110,"SLX-13692.D707_D501","5",500001,38500000,0.915,-0.942499999999999,62,31000000,62,2.5,0.05
111,"SLX-13692.D707_D501","5",38500001,150000000,0.952,0.555999999999998,188,94000000,188,2.5,0.05
112,"SLX-13692.D707_D501","5",150500001,180500000,0.916,-0.901999999999998,49,24500000,49,2.5,0.05
113,"SLX-13692.D707_D501","6",500001,170500000,1.114,7.117,283,141500000,283,2.5,0.05
114,"SLX-13692.D707_D501","7",1,159000000,0.999,2.4595,251,125500000,251,2.5,0.05
115,"SLX-13692.D707_D501","8",500001,146364022,1.103,6.6715,243,121364022,242.728044,2.5,0.05
116,"SLX-13692.D707_D501","9",500001,140500000,1.046,4.363,184,92000000,184,2.5,0.05
117,"SLX-13692.D707_D501","1",1000001,24000000,1.071,3.9555,35,17500000,35,2.5,0.1
118,"SLX-13692.D707_D501","1",24500001,120000000,0.976,2.008,162,81000000,162,2.5,0.1
119,"SLX-13692.D707_D501","1",120000001,248500000,1.006,2.623,170,85000000,170,2.5,0.1
120,"SLX-13692.D707_D501","10",1,134000000,0.991,2.3155,210,105000000,210,2.5,0.1
121,"SLX-13692.D707_D501","11",500001,134500000,1.001,2.5205,215,107500000,215,2.5,0.1
122,"SLX-13692.D707_D501","12",1000001,133500000,0.977,2.0285,213,106500000,213,2.5,0.1
123,"SLX-13692.D707_D501","13",20000001,115169878,1.051,3.5455,166,82669878,165.339756,2.5,0.1
124,"SLX-13692.D707_D501","14",20500001,106000000,1.03,3.115,150,75000000,150,2.5,0.1
125,"SLX-13692.D707_D501","15",22000001,32500000,0.951,1.4955,12,6000000,12,2.5,0.1
126,"SLX-13692.D707_D501","15",33000001,102500000,1.002,2.541,122,61000000,122,2.5,0.1
127,"SLX-13692.D707_D501","16",500001,90000000,1.002,2.541,118,59000000,118,2.5,0.1
128,"SLX-13692.D707_D501","17",1,18000000,0.923,0.921500000000001,33,16500000,33,2.5,0.1
129,"SLX-13692.D707_D501","17",26000001,70500000,1.082,4.181,72,36000000,72,2.5,0.1
130,"SLX-13692.D707_D501","17",71500001,81000000,0.942,1.311,16,8000000,16,2.5,0.1
131,"SLX-13692.D707_D501","18",500001,78077248,0.975,1.9875,127,63077248,126.154496,2.5,0.1
132,"SLX-13692.D707_D501","19",1000001,59000000,0.986,2.213,79,39500000,79,2.5,0.1
133,"SLX-13692.D707_D501","2",1000001,243000000,1.048,3.484,385,192500000,385,2.5,0.1
134,"SLX-13692.D707_D501","20",1,62500000,1.111,4.7755,106,53000000,106,2.5,0.1
135,"SLX-13692.D707_D501","21",15500001,48000000,0.973,1.9465,51,25500000,51,2.5,0.1
136,"SLX-13692.D707_D501","22",19000001,51000000,1.026,3.033,54,27000000,54,2.5,0.1
137,"SLX-13692.D707_D501","3",1,197500000,1.104,4.632,335,167500000,335,2.5,0.1
138,"SLX-13692.D707_D501","4",500001,190000000,0.957,1.6185,316,158000000,316,2.5,0.1
139,"SLX-13692.D707_D501","5",500001,38500000,0.915,0.757500000000001,62,31000000,62,2.5,0.1
140,"SLX-13692.D707_D501","5",38500001,150000000,0.952,1.516,188,94000000,188,2.5,0.1
141,"SLX-13692.D707_D501","5",150500001,180500000,0.916,0.778000000000001,49,24500000,49,2.5,0.1
142,"SLX-13692.D707_D501","6",500001,170500000,1.114,4.837,283,141500000,283,2.5,0.1
143,"SLX-13692.D707_D501","7",1,159000000,0.999,2.4795,251,125500000,251,2.5,0.1
144,"SLX-13692.D707_D501","8",500001,146364022,1.103,4.6115,243,121364022,242.728044,2.5,0.1
145,"SLX-13692.D707_D501","9",500001,140500000,1.046,3.443,184,92000000,184,2.5,0.1
146,"SLX-13692.D707_D501","1",1000001,24000000,1.071,3.48216666666667,35,17500000,35,2.5,0.15
147,"SLX-13692.D707_D501","1",24500001,120000000,0.976,2.168,162,81000000,162,2.5,0.15
148,"SLX-13692.D707_D501","1",120000001,248500000,1.006,2.583,170,85000000,170,2.5,0.15
149,"SLX-13692.D707_D501","10",1,134000000,0.991,2.3755,210,105000000,210,2.5,0.15
150,"SLX-13692.D707_D501","11",500001,134500000,1.001,2.51383333333333,215,107500000,215,2.5,0.15
151,"SLX-13692.D707_D501","12",1000001,133500000,0.977,2.18183333333333,213,106500000,213,2.5,0.15
152,"SLX-13692.D707_D501","13",20000001,115169878,1.051,3.2055,166,82669878,165.339756,2.5,0.15
153,"SLX-13692.D707_D501","14",20500001,106000000,1.03,2.915,150,75000000,150,2.5,0.15
154,"SLX-13692.D707_D501","15",22000001,32500000,0.951,1.82216666666667,12,6000000,12,2.5,0.15
155,"SLX-13692.D707_D501","15",33000001,102500000,1.002,2.52766666666667,122,61000000,122,2.5,0.15
156,"SLX-13692.D707_D501","16",500001,90000000,1.002,2.52766666666667,118,59000000,118,2.5,0.15
157,"SLX-13692.D707_D501","17",1,18000000,0.923,1.43483333333333,33,16500000,33,2.5,0.15
158,"SLX-13692.D707_D501","17",26000001,70500000,1.082,3.63433333333333,72,36000000,72,2.5,0.15
159,"SLX-13692.D707_D501","17",71500001,81000000,0.942,1.69766666666667,16,8000000,16,2.5,0.15
160,"SLX-13692.D707_D501","18",500001,78077248,0.975,2.15416666666667,127,63077248,126.154496,2.5,0.15
161,"SLX-13692.D707_D501","19",1000001,59000000,0.986,2.30633333333333,79,39500000,79,2.5,0.15
162,"SLX-13692.D707_D501","2",1000001,243000000,1.048,3.164,385,192500000,385,2.5,0.15
163,"SLX-13692.D707_D501","20",1,62500000,1.111,4.0355,106,53000000,106,2.5,0.15
164,"SLX-13692.D707_D501","21",15500001,48000000,0.973,2.1265,51,25500000,51,2.5,0.15
165,"SLX-13692.D707_D501","22",19000001,51000000,1.026,2.85966666666667,54,27000000,54,2.5,0.15
166,"SLX-13692.D707_D501","3",1,197500000,1.104,3.93866666666667,335,167500000,335,2.5,0.15
167,"SLX-13692.D707_D501","4",500001,190000000,0.957,1.90516666666667,316,158000000,316,2.5,0.15
168,"SLX-13692.D707_D501","5",500001,38500000,0.915,1.32416666666667,62,31000000,62,2.5,0.15
169,"SLX-13692.D707_D501","5",38500001,150000000,0.952,1.836,188,94000000,188,2.5,0.15
170,"SLX-13692.D707_D501","5",150500001,180500000,0.916,1.338,49,24500000,49,2.5,0.15
171,"SLX-13692.D707_D501","6",500001,170500000,1.114,4.077,283,141500000,283,2.5,0.15
172,"SLX-13692.D707_D501","7",1,159000000,0.999,2.48616666666667,251,125500000,251,2.5,0.15
173,"SLX-13692.D707_D501","8",500001,146364022,1.103,3.92483333333333,243,121364022,242.728044,2.5,0.15
174,"SLX-13692.D707_D501","9",500001,140500000,1.046,3.13633333333333,184,92000000,184,2.5,0.15
175,"SLX-13692.D707_D501","1",1000001,24000000,1.071,5.911,35,17500000,35,3,0.05
176,"SLX-13692.D707_D501","1",24500001,120000000,0.976,2.016,162,81000000,162,3,0.05
177,"SLX-13692.D707_D501","1",120000001,248500000,1.006,3.246,170,85000000,170,3,0.05
178,"SLX-13692.D707_D501","10",1,134000000,0.991,2.631,210,105000000,210,3,0.05
179,"SLX-13692.D707_D501","11",500001,134500000,1.001,3.041,215,107500000,215,3,0.05
180,"SLX-13692.D707_D501","12",1000001,133500000,0.977,2.057,213,106500000,213,3,0.05
181,"SLX-13692.D707_D501","13",20000001,115169878,1.051,5.091,166,82669878,165.339756,3,0.05
182,"SLX-13692.D707_D501","14",20500001,106000000,1.03,4.23,150,75000000,150,3,0.05
183,"SLX-13692.D707_D501","15",22000001,32500000,0.951,0.990999999999998,12,6000000,12,3,0.05
184,"SLX-13692.D707_D501","15",33000001,102500000,1.002,3.082,122,61000000,122,3,0.05
185,"SLX-13692.D707_D501","16",500001,90000000,1.002,3.082,118,59000000,118,3,0.05
186,"SLX-13692.D707_D501","17",1,18000000,0.923,-0.156999999999998,33,16500000,33,3,0.05
187,"SLX-13692.D707_D501","17",26000001,70500000,1.082,6.362,72,36000000,72,3,0.05
188,"SLX-13692.D707_D501","17",71500001,81000000,0.942,0.621999999999998,16,8000000,16,3,0.05
189,"SLX-13692.D707_D501","18",500001,78077248,0.975,1.975,127,63077248,126.154496,3,0.05
190,"SLX-13692.D707_D501","19",1000001,59000000,0.986,2.426,79,39500000,79,3,0.05
191,"SLX-13692.D707_D501","2",1000001,243000000,1.048,4.968,385,192500000,385,3,0.05
192,"SLX-13692.D707_D501","20",1,62500000,1.111,7.551,106,53000000,106,3,0.05
193,"SLX-13692.D707_D501","21",15500001,48000000,0.973,1.893,51,25500000,51,3,0.05
194,"SLX-13692.D707_D501","22",19000001,51000000,1.026,4.066,54,27000000,54,3,0.05
195,"SLX-13692.D707_D501","3",1,197500000,1.104,7.264,335,167500000,335,3,0.05
196,"SLX-13692.D707_D501","4",500001,190000000,0.957,1.237,316,158000000,316,3,0.05
197,"SLX-13692.D707_D501","5",500001,38500000,0.915,-0.484999999999999,62,31000000,62,3,0.05
198,"SLX-13692.D707_D501","5",38500001,150000000,0.952,1.032,188,94000000,188,3,0.05
199,"SLX-13692.D707_D501","5",150500001,180500000,0.916,-0.443999999999999,49,24500000,49,3,0.05
200,"SLX-13692.D707_D501","6",500001,170500000,1.114,7.674,283,141500000,283,3,0.05
201,"SLX-13692.D707_D501","7",1,159000000,0.999,2.959,251,125500000,251,3,0.05
202,"SLX-13692.D707_D501","8",500001,146364022,1.103,7.223,243,121364022,242.728044,3,0.05
203,"SLX-13692.D707_D501","9",500001,140500000,1.046,4.886,184,92000000,184,3,0.05
204,"SLX-13692.D707_D501","1",1000001,24000000,1.071,4.491,35,17500000,35,3,0.1
205,"SLX-13692.D707_D501","1",24500001,120000000,0.976,2.496,162,81000000,162,3,0.1
206,"SLX-13692.D707_D501","1",120000001,248500000,1.006,3.126,170,85000000,170,3,0.1
207,"SLX-13692.D707_D501","10",1,134000000,0.991,2.811,210,105000000,210,3,0.1
208,"SLX-13692.D707_D501","11",500001,134500000,1.001,3.021,215,107500000,215,3,0.1
209,"SLX-13692.D707_D501","12",1000001,133500000,0.977,2.517,213,106500000,213,3,0.1
210,"SLX-13692.D707_D501","13",20000001,115169878,1.051,4.071,166,82669878,165.339756,3,0.1
211,"SLX-13692.D707_D501","14",20500001,106000000,1.03,3.63,150,75000000,150,3,0.1
212,"SLX-13692.D707_D501","15",22000001,32500000,0.951,1.971,12,6000000,12,3,0.1
213,"SLX-13692.D707_D501","15",33000001,102500000,1.002,3.042,122,61000000,122,3,0.1
214,"SLX-13692.D707_D501","16",500001,90000000,1.002,3.042,118,59000000,118,3,0.1
215,"SLX-13692.D707_D501","17",1,18000000,0.923,1.383,33,16500000,33,3,0.1
216,"SLX-13692.D707_D501","17",26000001,70500000,1.082,4.722,72,36000000,72,3,0.1
217,"SLX-13692.D707_D501","17",71500001,81000000,0.942,1.782,16,8000000,16,3,0.1
218,"SLX-13692.D707_D501","18",500001,78077248,0.975,2.475,127,63077248,126.154496,3,0.1
219,"SLX-13692.D707_D501","19",1000001,59000000,0.986,2.706,79,39500000,79,3,0.1
220,"SLX-13692.D707_D501","2",1000001,243000000,1.048,4.008,385,192500000,385,3,0.1
221,"SLX-13692.D707_D501","20",1,62500000,1.111,5.331,106,53000000,106,3,0.1
222,"SLX-13692.D707_D501","21",15500001,48000000,0.973,2.433,51,25500000,51,3,0.1
223,"SLX-13692.D707_D501","22",19000001,51000000,1.026,3.546,54,27000000,54,3,0.1
224,"SLX-13692.D707_D501","3",1,197500000,1.104,5.184,335,167500000,335,3,0.1
225,"SLX-13692.D707_D501","4",500001,190000000,0.957,2.097,316,158000000,316,3,0.1
226,"SLX-13692.D707_D501","5",500001,38500000,0.915,1.215,62,31000000,62,3,0.1
227,"SLX-13692.D707_D501","5",38500001,150000000,0.952,1.992,188,94000000,188,3,0.1
228,"SLX-13692.D707_D501","5",150500001,180500000,0.916,1.236,49,24500000,49,3,0.1
229,"SLX-13692.D707_D501","6",500001,170500000,1.114,5.394,283,141500000,283,3,0.1
230,"SLX-13692.D707_D501","7",1,159000000,0.999,2.979,251,125500000,251,3,0.1
231,"SLX-13692.D707_D501","8",500001,146364022,1.103,5.163,243,121364022,242.728044,3,0.1
232,"SLX-13692.D707_D501","9",500001,140500000,1.046,3.966,184,92000000,184,3,0.1
233,"SLX-13692.D707_D501","1",1000001,24000000,1.071,4.01766666666667,35,17500000,35,3,0.15
234,"SLX-13692.D707_D501","1",24500001,120000000,0.976,2.656,162,81000000,162,3,0.15
235,"SLX-13692.D707_D501","1",120000001,248500000,1.006,3.086,170,85000000,170,3,0.15
236,"SLX-13692.D707_D501","10",1,134000000,0.991,2.871,210,105000000,210,3,0.15
237,"SLX-13692.D707_D501","11",500001,134500000,1.001,3.01433333333333,215,107500000,215,3,0.15
238,"SLX-13692.D707_D501","12",1000001,133500000,0.977,2.67033333333333,213,106500000,213,3,0.15
239,"SLX-13692.D707_D501","13",20000001,115169878,1.051,3.731,166,82669878,165.339756,3,0.15
240,"SLX-13692.D707_D501","14",20500001,106000000,1.03,3.43,150,75000000,150,3,0.15
241,"SLX-13692.D707_D501","15",22000001,32500000,0.951,2.29766666666667,12,6000000,12,3,0.15
242,"SLX-13692.D707_D501","15",33000001,102500000,1.002,3.02866666666667,122,61000000,122,3,0.15
243,"SLX-13692.D707_D501","16",500001,90000000,1.002,3.02866666666667,118,59000000,118,3,0.15
244,"SLX-13692.D707_D501","17",1,18000000,0.923,1.89633333333333,33,16500000,33,3,0.15
245,"SLX-13692.D707_D501","17",26000001,70500000,1.082,4.17533333333333,72,36000000,72,3,0.15
246,"SLX-13692.D707_D501","17",71500001,81000000,0.942,2.16866666666667,16,8000000,16,3,0.15
247,"SLX-13692.D707_D501","18",500001,78077248,0.975,2.64166666666667,127,63077248,126.154496,3,0.15
248,"SLX-13692.D707_D501","19",1000001,59000000,0.986,2.79933333333333,79,39500000,79,3,0.15
249,"SLX-13692.D707_D501","2",1000001,243000000,1.048,3.688,385,192500000,385,3,0.15
250,"SLX-13692.D707_D501","20",1,62500000,1.111,4.591,106,53000000,106,3,0.15
251,"SLX-13692.D707_D501","21",15500001,48000000,0.973,2.613,51,25500000,51,3,0.15
252,"SLX-13692.D707_D501","22",19000001,51000000,1.026,3.37266666666667,54,27000000,54,3,0.15
253,"SLX-13692.D707_D501","3",1,197500000,1.104,4.49066666666667,335,167500000,335,3,0.15
254,"SLX-13692.D707_D501","4",500001,190000000,0.957,2.38366666666667,316,158000000,316,3,0.15
255,"SLX-13692.D707_D501","5",500001,38500000,0.915,1.78166666666667,62,31000000,62,3,0.15
256,"SLX-13692.D707_D501","5",38500001,150000000,0.952,2.312,188,94000000,188,3,0.15
257,"SLX-13692.D707_D501","5",150500001,180500000,0.916,1.796,49,24500000,49,3,0.15
258,"SLX-13692.D707_D501","6",500001,170500000,1.114,4.634,283,141500000,283,3,0.15
259,"SLX-13692.D707_D501","7",1,159000000,0.999,2.98566666666667,251,125500000,251,3,0.15
260,"SLX-13692.D707_D501","8",500001,146364022,1.103,4.47633333333333,243,121364022,242.728044,3,0.15
261,"SLX-13692.D707_D501","9",500001,140500000,1.046,3.65933333333333,184,92000000,184,3,0.15
