"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
94,"SLX-10729.D711_D501","7",1,159000000,0.994,1.383,251,125500000,251,1.5,0.1
95,"SLX-10729.D711_D501","8",500001,146364022,0.999,1.4805,243,121364022,242.728044,1.5,0.1
96,"SLX-10729.D711_D501","9",500001,140500000,0.998,1.461,184,92000000,184,1.5,0.1
97,"SLX-10729.D711_D501","1",1000001,248500000,1.006,1.577,367,183500000,367,1.5,0.15
98,"SLX-10729.D711_D501","10",1,134000000,0.993,1.41016666666667,210,105000000,210,1.5,0.15
99,"SLX-10729.D711_D501","11",500001,134500000,1,1.5,215,107500000,215,1.5,0.15
100,"SLX-10729.D711_D501","12",1000001,133500000,1.006,1.577,213,106500000,213,1.5,0.15
101,"SLX-10729.D711_D501","13",20000001,115169878,0.987,1.33316666666667,166,82669878,165.339756,1.5,0.15
102,"SLX-10729.D711_D501","14",20500001,106000000,0.993,1.41016666666667,150,75000000,150,1.5,0.15
103,"SLX-10729.D711_D501","15",22000001,102500000,0.993,1.41016666666667,134,67000000,134,1.5,0.15
104,"SLX-10729.D711_D501","16",500001,90000000,0.99,1.37166666666667,118,59000000,118,1.5,0.15
105,"SLX-10729.D711_D501","17",1,81000000,0.987,1.33316666666667,121,60500000,121,1.5,0.15
106,"SLX-10729.D711_D501","18",500001,78077248,0.991,1.3845,127,63077248,126.154496,1.5,0.15
107,"SLX-10729.D711_D501","19",1000001,59000000,1.006,1.577,79,39500000,79,1.5,0.15
108,"SLX-10729.D711_D501","2",1000001,243000000,1,1.5,385,192500000,385,1.5,0.15
109,"SLX-10729.D711_D501","20",1,62500000,0.998,1.47433333333333,106,53000000,106,1.5,0.15
110,"SLX-10729.D711_D501","21",15500001,48000000,0.994,1.423,51,25500000,51,1.5,0.15
111,"SLX-10729.D711_D501","22",19000001,51000000,0.977,1.20483333333333,54,27000000,54,1.5,0.15
112,"SLX-10729.D711_D501","3",1,113500000,1.056,2.21866666666667,193,96500000,193,1.5,0.15
113,"SLX-10729.D711_D501","3",113500001,162500000,1.013,1.66683333333333,82,41000000,82,1.5,0.15
114,"SLX-10729.D711_D501","3",163000001,197500000,1.062,2.29566666666667,60,30000000,60,1.5,0.15
115,"SLX-10729.D711_D501","4",500001,190000000,0.996,1.44866666666667,316,158000000,316,1.5,0.15
116,"SLX-10729.D711_D501","5",500001,180500000,1.001,1.51283333333333,299,149500000,299,1.5,0.15
117,"SLX-10729.D711_D501","6",500001,170500000,1.009,1.6155,283,141500000,283,1.5,0.15
118,"SLX-10729.D711_D501","7",1,159000000,0.994,1.423,251,125500000,251,1.5,0.15
119,"SLX-10729.D711_D501","8",500001,146364022,0.999,1.48716666666667,243,121364022,242.728044,1.5,0.15
120,"SLX-10729.D711_D501","9",500001,140500000,0.998,1.47433333333333,184,92000000,184,1.5,0.15
121,"SLX-10729.D711_D501","1",1000001,248500000,1.006,1.557,367,183500000,367,1.5,0.2
122,"SLX-10729.D711_D501","10",1,134000000,0.993,1.4335,210,105000000,210,1.5,0.2
123,"SLX-10729.D711_D501","11",500001,134500000,1,1.5,215,107500000,215,1.5,0.2
124,"SLX-10729.D711_D501","12",1000001,133500000,1.006,1.557,213,106500000,213,1.5,0.2
125,"SLX-10729.D711_D501","13",20000001,115169878,0.987,1.3765,166,82669878,165.339756,1.5,0.2
126,"SLX-10729.D711_D501","14",20500001,106000000,0.993,1.4335,150,75000000,150,1.5,0.2
127,"SLX-10729.D711_D501","15",22000001,102500000,0.993,1.4335,134,67000000,134,1.5,0.2
128,"SLX-10729.D711_D501","16",500001,90000000,0.99,1.405,118,59000000,118,1.5,0.2
129,"SLX-10729.D711_D501","17",1,81000000,0.987,1.3765,121,60500000,121,1.5,0.2
130,"SLX-10729.D711_D501","18",500001,78077248,0.991,1.4145,127,63077248,126.154496,1.5,0.2
131,"SLX-10729.D711_D501","19",1000001,59000000,1.006,1.557,79,39500000,79,1.5,0.2
132,"SLX-10729.D711_D501","2",1000001,243000000,1,1.5,385,192500000,385,1.5,0.2
133,"SLX-10729.D711_D501","20",1,62500000,0.998,1.481,106,53000000,106,1.5,0.2
134,"SLX-10729.D711_D501","21",15500001,48000000,0.994,1.443,51,25500000,51,1.5,0.2
135,"SLX-10729.D711_D501","22",19000001,51000000,0.977,1.2815,54,27000000,54,1.5,0.2
136,"SLX-10729.D711_D501","3",1,113500000,1.056,2.032,193,96500000,193,1.5,0.2
137,"SLX-10729.D711_D501","3",113500001,162500000,1.013,1.6235,82,41000000,82,1.5,0.2
138,"SLX-10729.D711_D501","3",163000001,197500000,1.062,2.089,60,30000000,60,1.5,0.2
139,"SLX-10729.D711_D501","4",500001,190000000,0.996,1.462,316,158000000,316,1.5,0.2
140,"SLX-10729.D711_D501","5",500001,180500000,1.001,1.5095,299,149500000,299,1.5,0.2
141,"SLX-10729.D711_D501","6",500001,170500000,1.009,1.5855,283,141500000,283,1.5,0.2
142,"SLX-10729.D711_D501","7",1,159000000,0.994,1.443,251,125500000,251,1.5,0.2
143,"SLX-10729.D711_D501","8",500001,146364022,0.999,1.4905,243,121364022,242.728044,1.5,0.2
144,"SLX-10729.D711_D501","9",500001,140500000,0.998,1.481,184,92000000,184,1.5,0.2
145,"SLX-10729.D711_D501","1",1000001,248500000,1.006,1.545,367,183500000,367,1.5,0.25
146,"SLX-10729.D711_D501","10",1,134000000,0.993,1.4475,210,105000000,210,1.5,0.25
147,"SLX-10729.D711_D501","11",500001,134500000,1,1.5,215,107500000,215,1.5,0.25
148,"SLX-10729.D711_D501","12",1000001,133500000,1.006,1.545,213,106500000,213,1.5,0.25
149,"SLX-10729.D711_D501","13",20000001,115169878,0.987,1.4025,166,82669878,165.339756,1.5,0.25
150,"SLX-10729.D711_D501","14",20500001,106000000,0.993,1.4475,150,75000000,150,1.5,0.25
151,"SLX-10729.D711_D501","15",22000001,102500000,0.993,1.4475,134,67000000,134,1.5,0.25
152,"SLX-10729.D711_D501","16",500001,90000000,0.99,1.425,118,59000000,118,1.5,0.25
153,"SLX-10729.D711_D501","17",1,81000000,0.987,1.4025,121,60500000,121,1.5,0.25
154,"SLX-10729.D711_D501","18",500001,78077248,0.991,1.4325,127,63077248,126.154496,1.5,0.25
155,"SLX-10729.D711_D501","19",1000001,59000000,1.006,1.545,79,39500000,79,1.5,0.25
156,"SLX-10729.D711_D501","2",1000001,243000000,1,1.5,385,192500000,385,1.5,0.25
157,"SLX-10729.D711_D501","20",1,62500000,0.998,1.485,106,53000000,106,1.5,0.25
158,"SLX-10729.D711_D501","21",15500001,48000000,0.994,1.455,51,25500000,51,1.5,0.25
159,"SLX-10729.D711_D501","22",19000001,51000000,0.977,1.3275,54,27000000,54,1.5,0.25
160,"SLX-10729.D711_D501","3",1,113500000,1.056,1.92,193,96500000,193,1.5,0.25
161,"SLX-10729.D711_D501","3",113500001,162500000,1.013,1.5975,82,41000000,82,1.5,0.25
162,"SLX-10729.D711_D501","3",163000001,197500000,1.062,1.965,60,30000000,60,1.5,0.25
163,"SLX-10729.D711_D501","4",500001,190000000,0.996,1.47,316,158000000,316,1.5,0.25
164,"SLX-10729.D711_D501","5",500001,180500000,1.001,1.5075,299,149500000,299,1.5,0.25
165,"SLX-10729.D711_D501","6",500001,170500000,1.009,1.5675,283,141500000,283,1.5,0.25
166,"SLX-10729.D711_D501","7",1,159000000,0.994,1.455,251,125500000,251,1.5,0.25
167,"SLX-10729.D711_D501","8",500001,146364022,0.999,1.4925,243,121364022,242.728044,1.5,0.25
168,"SLX-10729.D711_D501","9",500001,140500000,0.998,1.485,184,92000000,184,1.5,0.25
169,"SLX-10729.D711_D501","1",1000001,248500000,1.006,1.537,367,183500000,367,1.5,0.3
170,"SLX-10729.D711_D501","10",1,134000000,0.993,1.45683333333333,210,105000000,210,1.5,0.3
171,"SLX-10729.D711_D501","11",500001,134500000,1,1.5,215,107500000,215,1.5,0.3
172,"SLX-10729.D711_D501","12",1000001,133500000,1.006,1.537,213,106500000,213,1.5,0.3
173,"SLX-10729.D711_D501","13",20000001,115169878,0.987,1.41983333333333,166,82669878,165.339756,1.5,0.3
174,"SLX-10729.D711_D501","14",20500001,106000000,0.993,1.45683333333333,150,75000000,150,1.5,0.3
175,"SLX-10729.D711_D501","15",22000001,102500000,0.993,1.45683333333333,134,67000000,134,1.5,0.3
176,"SLX-10729.D711_D501","16",500001,90000000,0.99,1.43833333333333,118,59000000,118,1.5,0.3
177,"SLX-10729.D711_D501","17",1,81000000,0.987,1.41983333333333,121,60500000,121,1.5,0.3
178,"SLX-10729.D711_D501","18",500001,78077248,0.991,1.4445,127,63077248,126.154496,1.5,0.3
179,"SLX-10729.D711_D501","19",1000001,59000000,1.006,1.537,79,39500000,79,1.5,0.3
180,"SLX-10729.D711_D501","2",1000001,243000000,1,1.5,385,192500000,385,1.5,0.3
181,"SLX-10729.D711_D501","20",1,62500000,0.998,1.48766666666667,106,53000000,106,1.5,0.3
182,"SLX-10729.D711_D501","21",15500001,48000000,0.994,1.463,51,25500000,51,1.5,0.3
183,"SLX-10729.D711_D501","22",19000001,51000000,0.977,1.35816666666667,54,27000000,54,1.5,0.3
184,"SLX-10729.D711_D501","3",1,113500000,1.056,1.84533333333333,193,96500000,193,1.5,0.3
185,"SLX-10729.D711_D501","3",113500001,162500000,1.013,1.58016666666667,82,41000000,82,1.5,0.3
186,"SLX-10729.D711_D501","3",163000001,197500000,1.062,1.88233333333333,60,30000000,60,1.5,0.3
187,"SLX-10729.D711_D501","4",500001,190000000,0.996,1.47533333333333,316,158000000,316,1.5,0.3
188,"SLX-10729.D711_D501","5",500001,180500000,1.001,1.50616666666667,299,149500000,299,1.5,0.3
189,"SLX-10729.D711_D501","6",500001,170500000,1.009,1.5555,283,141500000,283,1.5,0.3
190,"SLX-10729.D711_D501","7",1,159000000,0.994,1.463,251,125500000,251,1.5,0.3
191,"SLX-10729.D711_D501","8",500001,146364022,0.999,1.49383333333333,243,121364022,242.728044,1.5,0.3
192,"SLX-10729.D711_D501","9",500001,140500000,0.998,1.48766666666667,184,92000000,184,1.5,0.3
193,"SLX-10729.D711_D501","1",1000001,248500000,1.006,1.53128571428571,367,183500000,367,1.5,0.35
194,"SLX-10729.D711_D501","10",1,134000000,0.993,1.4635,210,105000000,210,1.5,0.35
195,"SLX-10729.D711_D501","11",500001,134500000,1,1.5,215,107500000,215,1.5,0.35
196,"SLX-10729.D711_D501","12",1000001,133500000,1.006,1.53128571428571,213,106500000,213,1.5,0.35
197,"SLX-10729.D711_D501","13",20000001,115169878,0.987,1.43221428571429,166,82669878,165.339756,1.5,0.35
198,"SLX-10729.D711_D501","14",20500001,106000000,0.993,1.4635,150,75000000,150,1.5,0.35
199,"SLX-10729.D711_D501","15",22000001,102500000,0.993,1.4635,134,67000000,134,1.5,0.35
200,"SLX-10729.D711_D501","16",500001,90000000,0.99,1.44785714285714,118,59000000,118,1.5,0.35
201,"SLX-10729.D711_D501","17",1,81000000,0.987,1.43221428571429,121,60500000,121,1.5,0.35
202,"SLX-10729.D711_D501","18",500001,78077248,0.991,1.45307142857143,127,63077248,126.154496,1.5,0.35
203,"SLX-10729.D711_D501","19",1000001,59000000,1.006,1.53128571428571,79,39500000,79,1.5,0.35
204,"SLX-10729.D711_D501","2",1000001,243000000,1,1.5,385,192500000,385,1.5,0.35
205,"SLX-10729.D711_D501","20",1,62500000,0.998,1.48957142857143,106,53000000,106,1.5,0.35
206,"SLX-10729.D711_D501","21",15500001,48000000,0.994,1.46871428571429,51,25500000,51,1.5,0.35
207,"SLX-10729.D711_D501","22",19000001,51000000,0.977,1.38007142857143,54,27000000,54,1.5,0.35
208,"SLX-10729.D711_D501","3",1,113500000,1.056,1.792,193,96500000,193,1.5,0.35
209,"SLX-10729.D711_D501","3",113500001,162500000,1.013,1.56778571428571,82,41000000,82,1.5,0.35
210,"SLX-10729.D711_D501","3",163000001,197500000,1.062,1.82328571428571,60,30000000,60,1.5,0.35
211,"SLX-10729.D711_D501","4",500001,190000000,0.996,1.47914285714286,316,158000000,316,1.5,0.35
212,"SLX-10729.D711_D501","5",500001,180500000,1.001,1.50521428571429,299,149500000,299,1.5,0.35
213,"SLX-10729.D711_D501","6",500001,170500000,1.009,1.54692857142857,283,141500000,283,1.5,0.35
214,"SLX-10729.D711_D501","7",1,159000000,0.994,1.46871428571429,251,125500000,251,1.5,0.35
215,"SLX-10729.D711_D501","8",500001,146364022,0.999,1.49478571428571,243,121364022,242.728044,1.5,0.35
216,"SLX-10729.D711_D501","9",500001,140500000,0.998,1.48957142857143,184,92000000,184,1.5,0.35
217,"SLX-10729.D711_D501","1",1000001,248500000,1.006,1.527,367,183500000,367,1.5,0.4
218,"SLX-10729.D711_D501","10",1,134000000,0.993,1.4685,210,105000000,210,1.5,0.4
219,"SLX-10729.D711_D501","11",500001,134500000,1,1.5,215,107500000,215,1.5,0.4
220,"SLX-10729.D711_D501","12",1000001,133500000,1.006,1.527,213,106500000,213,1.5,0.4
221,"SLX-10729.D711_D501","13",20000001,115169878,0.987,1.4415,166,82669878,165.339756,1.5,0.4
222,"SLX-10729.D711_D501","14",20500001,106000000,0.993,1.4685,150,75000000,150,1.5,0.4
223,"SLX-10729.D711_D501","15",22000001,102500000,0.993,1.4685,134,67000000,134,1.5,0.4
224,"SLX-10729.D711_D501","16",500001,90000000,0.99,1.455,118,59000000,118,1.5,0.4
225,"SLX-10729.D711_D501","17",1,81000000,0.987,1.4415,121,60500000,121,1.5,0.4
226,"SLX-10729.D711_D501","18",500001,78077248,0.991,1.4595,127,63077248,126.154496,1.5,0.4
227,"SLX-10729.D711_D501","19",1000001,59000000,1.006,1.527,79,39500000,79,1.5,0.4
228,"SLX-10729.D711_D501","2",1000001,243000000,1,1.5,385,192500000,385,1.5,0.4
229,"SLX-10729.D711_D501","20",1,62500000,0.998,1.491,106,53000000,106,1.5,0.4
230,"SLX-10729.D711_D501","21",15500001,48000000,0.994,1.473,51,25500000,51,1.5,0.4
231,"SLX-10729.D711_D501","22",19000001,51000000,0.977,1.3965,54,27000000,54,1.5,0.4
232,"SLX-10729.D711_D501","3",1,113500000,1.056,1.752,193,96500000,193,1.5,0.4
233,"SLX-10729.D711_D501","3",113500001,162500000,1.013,1.5585,82,41000000,82,1.5,0.4
234,"SLX-10729.D711_D501","3",163000001,197500000,1.062,1.779,60,30000000,60,1.5,0.4
235,"SLX-10729.D711_D501","4",500001,190000000,0.996,1.482,316,158000000,316,1.5,0.4
236,"SLX-10729.D711_D501","5",500001,180500000,1.001,1.5045,299,149500000,299,1.5,0.4
237,"SLX-10729.D711_D501","6",500001,170500000,1.009,1.5405,283,141500000,283,1.5,0.4
238,"SLX-10729.D711_D501","7",1,159000000,0.994,1.473,251,125500000,251,1.5,0.4
239,"SLX-10729.D711_D501","8",500001,146364022,0.999,1.4955,243,121364022,242.728044,1.5,0.4
240,"SLX-10729.D711_D501","9",500001,140500000,0.998,1.491,184,92000000,184,1.5,0.4
241,"SLX-10729.D711_D501","1",1000001,248500000,1.006,1.52366666666667,367,183500000,367,1.5,0.45
242,"SLX-10729.D711_D501","10",1,134000000,0.993,1.47238888888889,210,105000000,210,1.5,0.45
243,"SLX-10729.D711_D501","11",500001,134500000,1,1.5,215,107500000,215,1.5,0.45
244,"SLX-10729.D711_D501","12",1000001,133500000,1.006,1.52366666666667,213,106500000,213,1.5,0.45
245,"SLX-10729.D711_D501","13",20000001,115169878,0.987,1.44872222222222,166,82669878,165.339756,1.5,0.45
246,"SLX-10729.D711_D501","14",20500001,106000000,0.993,1.47238888888889,150,75000000,150,1.5,0.45
247,"SLX-10729.D711_D501","15",22000001,102500000,0.993,1.47238888888889,134,67000000,134,1.5,0.45
248,"SLX-10729.D711_D501","16",500001,90000000,0.99,1.46055555555556,118,59000000,118,1.5,0.45
249,"SLX-10729.D711_D501","17",1,81000000,0.987,1.44872222222222,121,60500000,121,1.5,0.45
250,"SLX-10729.D711_D501","18",500001,78077248,0.991,1.4645,127,63077248,126.154496,1.5,0.45
251,"SLX-10729.D711_D501","19",1000001,59000000,1.006,1.52366666666667,79,39500000,79,1.5,0.45
252,"SLX-10729.D711_D501","2",1000001,243000000,1,1.5,385,192500000,385,1.5,0.45
253,"SLX-10729.D711_D501","20",1,62500000,0.998,1.49211111111111,106,53000000,106,1.5,0.45
254,"SLX-10729.D711_D501","21",15500001,48000000,0.994,1.47633333333333,51,25500000,51,1.5,0.45
255,"SLX-10729.D711_D501","22",19000001,51000000,0.977,1.40927777777778,54,27000000,54,1.5,0.45
256,"SLX-10729.D711_D501","3",1,113500000,1.056,1.72088888888889,193,96500000,193,1.5,0.45
257,"SLX-10729.D711_D501","3",113500001,162500000,1.013,1.55127777777778,82,41000000,82,1.5,0.45
258,"SLX-10729.D711_D501","3",163000001,197500000,1.062,1.74455555555556,60,30000000,60,1.5,0.45
259,"SLX-10729.D711_D501","4",500001,190000000,0.996,1.48422222222222,316,158000000,316,1.5,0.45
260,"SLX-10729.D711_D501","5",500001,180500000,1.001,1.50394444444444,299,149500000,299,1.5,0.45
261,"SLX-10729.D711_D501","6",500001,170500000,1.009,1.5355,283,141500000,283,1.5,0.45
262,"SLX-10729.D711_D501","7",1,159000000,0.994,1.47633333333333,251,125500000,251,1.5,0.45
263,"SLX-10729.D711_D501","8",500001,146364022,0.999,1.49605555555556,243,121364022,242.728044,1.5,0.45
264,"SLX-10729.D711_D501","9",500001,140500000,0.998,1.49211111111111,184,92000000,184,1.5,0.45
265,"SLX-10729.D711_D501","1",1000001,248500000,1.006,1.521,367,183500000,367,1.5,0.5
266,"SLX-10729.D711_D501","10",1,134000000,0.993,1.4755,210,105000000,210,1.5,0.5
267,"SLX-10729.D711_D501","11",500001,134500000,1,1.5,215,107500000,215,1.5,0.5
268,"SLX-10729.D711_D501","12",1000001,133500000,1.006,1.521,213,106500000,213,1.5,0.5
269,"SLX-10729.D711_D501","13",20000001,115169878,0.987,1.4545,166,82669878,165.339756,1.5,0.5
270,"SLX-10729.D711_D501","14",20500001,106000000,0.993,1.4755,150,75000000,150,1.5,0.5
271,"SLX-10729.D711_D501","15",22000001,102500000,0.993,1.4755,134,67000000,134,1.5,0.5
