"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
72,"SLX-12455.D703_D508","8",500001,146364022,1.062,3.24,243,121364022,242.728044,2,0.1
73,"SLX-12455.D703_D508","9",500001,18000000,0.802,-1.96,30,15000000,30,2,0.1
74,"SLX-12455.D703_D508","9",18000001,91500000,1.13,4.6,70,35000000,70,2,0.1
75,"SLX-12455.D703_D508","9",91500001,103000000,1.667,15.34,20,10000000,20,2,0.1
76,"SLX-12455.D703_D508","9",103000001,140500000,1.006,2.12,64,32000000,64,2,0.1
77,"SLX-12455.D703_D508","1",1000001,152000000,0.999,1.98666666666667,202,101000000,202,2,0.15
78,"SLX-12455.D703_D508","1",152000001,155000000,1.96,14.8,6,3000000,6,2,0.15
79,"SLX-12455.D703_D508","1",155000001,174500000,1.183,4.44,33,16500000,33,2,0.15
80,"SLX-12455.D703_D508","1",174500001,215000000,0.846,-0.0533333333333337,73,36500000,73,2,0.15
81,"SLX-12455.D703_D508","1",215000001,224000000,1.127,3.69333333333333,15,7500000,15,2,0.15
82,"SLX-12455.D703_D508","1",224500001,248500000,1.616,10.2133333333333,38,19000000,38,2,0.15
83,"SLX-12455.D703_D508","10",1,134000000,0.987,1.82666666666667,210,105000000,210,2,0.15
84,"SLX-12455.D703_D508","11",500001,134500000,0.992,1.89333333333333,215,107500000,215,2,0.15
85,"SLX-12455.D703_D508","12",1000001,77500000,1.01,2.13333333333333,118,59000000,118,2,0.15
86,"SLX-12455.D703_D508","12",77500001,133500000,0.976,1.68,95,47500000,95,2,0.15
87,"SLX-12455.D703_D508","13",20000001,115169878,1.022,2.29333333333333,166,82669878,165.339756,2,0.15
88,"SLX-12455.D703_D508","14",20500001,106000000,1.002,2.02666666666667,150,75000000,150,2,0.15
89,"SLX-12455.D703_D508","15",22000001,102500000,0.992,1.89333333333333,134,67000000,134,2,0.15
90,"SLX-12455.D703_D508","16",500001,90000000,0.987,1.82666666666667,118,59000000,118,2,0.15
91,"SLX-12455.D703_D508","17",1,81000000,0.993,1.90666666666667,121,60500000,121,2,0.15
92,"SLX-12455.D703_D508","18",500001,78077248,1.014,2.18666666666667,127,63077248,126.154496,2,0.15
93,"SLX-12455.D703_D508","19",1000001,59000000,0.999,1.98666666666667,79,39500000,79,2,0.15
94,"SLX-12455.D703_D508","2",1000001,243000000,0.996,1.94666666666667,385,192500000,385,2,0.15
95,"SLX-12455.D703_D508","20",1,62500000,1.027,2.36,106,53000000,106,2,0.15
96,"SLX-12455.D703_D508","21",15500001,48000000,0.987,1.82666666666667,51,25500000,51,2,0.15
97,"SLX-12455.D703_D508","22",19000001,51000000,0.976,1.68,54,27000000,54,2,0.15
98,"SLX-12455.D703_D508","3",1,197500000,1.004,2.05333333333333,335,167500000,335,2,0.15
99,"SLX-12455.D703_D508","4",500001,11500000,0.946,1.28,15,7500000,15,2,0.15
100,"SLX-12455.D703_D508","4",11500001,176000000,1.001,2.01333333333333,275,137500000,275,2,0.15
101,"SLX-12455.D703_D508","4",176000001,190000000,0.962,1.49333333333333,26,13000000,26,2,0.15
102,"SLX-12455.D703_D508","5",500001,8500000,0.934,1.12,13,6500000,13,2,0.15
103,"SLX-12455.D703_D508","5",8500001,177000000,0.999,1.98666666666667,281,140500000,281,2,0.15
104,"SLX-12455.D703_D508","5",177500001,180500000,0.916,0.88,5,2500000,5,2,0.15
105,"SLX-12455.D703_D508","6",500001,63500000,1.009,2.12,93,46500000,93,2,0.15
106,"SLX-12455.D703_D508","6",63500001,104500000,0.87,0.266666666666667,73,36500000,73,2,0.15
107,"SLX-12455.D703_D508","6",105000001,159500000,1.013,2.17333333333333,96,48000000,96,2,0.15
108,"SLX-12455.D703_D508","6",159500001,170500000,0.966,1.54666666666667,21,10500000,21,2,0.15
109,"SLX-12455.D703_D508","7",1,159000000,1.011,2.14666666666667,251,125500000,251,2,0.15
110,"SLX-12455.D703_D508","8",500001,146364022,1.062,2.82666666666667,243,121364022,242.728044,2,0.15
111,"SLX-12455.D703_D508","9",500001,18000000,0.802,-0.64,30,15000000,30,2,0.15
112,"SLX-12455.D703_D508","9",18000001,91500000,1.13,3.73333333333333,70,35000000,70,2,0.15
113,"SLX-12455.D703_D508","9",91500001,103000000,1.667,10.8933333333333,20,10000000,20,2,0.15
114,"SLX-12455.D703_D508","9",103000001,140500000,1.006,2.08,64,32000000,64,2,0.15
115,"SLX-12455.D703_D508","1",1000001,152000000,0.999,2.4595,202,101000000,202,2.5,0.05
116,"SLX-12455.D703_D508","1",152000001,155000000,1.96,41.38,6,3000000,6,2.5,0.05
117,"SLX-12455.D703_D508","1",155000001,174500000,1.183,9.9115,33,16500000,33,2.5,0.05
118,"SLX-12455.D703_D508","1",174500001,215000000,0.846,-3.737,73,36500000,73,2.5,0.05
119,"SLX-12455.D703_D508","1",215000001,224000000,1.127,7.6435,15,7500000,15,2.5,0.05
120,"SLX-12455.D703_D508","1",224500001,248500000,1.616,27.448,38,19000000,38,2.5,0.05
121,"SLX-12455.D703_D508","10",1,134000000,0.987,1.9735,210,105000000,210,2.5,0.05
122,"SLX-12455.D703_D508","11",500001,134500000,0.992,2.176,215,107500000,215,2.5,0.05
123,"SLX-12455.D703_D508","12",1000001,77500000,1.01,2.905,118,59000000,118,2.5,0.05
124,"SLX-12455.D703_D508","12",77500001,133500000,0.976,1.528,95,47500000,95,2.5,0.05
125,"SLX-12455.D703_D508","13",20000001,115169878,1.022,3.391,166,82669878,165.339756,2.5,0.05
126,"SLX-12455.D703_D508","14",20500001,106000000,1.002,2.581,150,75000000,150,2.5,0.05
127,"SLX-12455.D703_D508","15",22000001,102500000,0.992,2.176,134,67000000,134,2.5,0.05
128,"SLX-12455.D703_D508","16",500001,90000000,0.987,1.9735,118,59000000,118,2.5,0.05
129,"SLX-12455.D703_D508","17",1,81000000,0.993,2.2165,121,60500000,121,2.5,0.05
130,"SLX-12455.D703_D508","18",500001,78077248,1.014,3.067,127,63077248,126.154496,2.5,0.05
131,"SLX-12455.D703_D508","19",1000001,59000000,0.999,2.4595,79,39500000,79,2.5,0.05
132,"SLX-12455.D703_D508","2",1000001,243000000,0.996,2.338,385,192500000,385,2.5,0.05
133,"SLX-12455.D703_D508","20",1,62500000,1.027,3.5935,106,53000000,106,2.5,0.05
134,"SLX-12455.D703_D508","21",15500001,48000000,0.987,1.9735,51,25500000,51,2.5,0.05
135,"SLX-12455.D703_D508","22",19000001,51000000,0.976,1.528,54,27000000,54,2.5,0.05
136,"SLX-12455.D703_D508","3",1,197500000,1.004,2.662,335,167500000,335,2.5,0.05
137,"SLX-12455.D703_D508","4",500001,11500000,0.946,0.312999999999998,15,7500000,15,2.5,0.05
138,"SLX-12455.D703_D508","4",11500001,176000000,1.001,2.5405,275,137500000,275,2.5,0.05
139,"SLX-12455.D703_D508","4",176000001,190000000,0.962,0.960999999999999,26,13000000,26,2.5,0.05
140,"SLX-12455.D703_D508","5",500001,8500000,0.934,-0.172999999999998,13,6500000,13,2.5,0.05
141,"SLX-12455.D703_D508","5",8500001,177000000,0.999,2.4595,281,140500000,281,2.5,0.05
142,"SLX-12455.D703_D508","5",177500001,180500000,0.916,-0.901999999999998,5,2500000,5,2.5,0.05
143,"SLX-12455.D703_D508","6",500001,63500000,1.009,2.8645,93,46500000,93,2.5,0.05
144,"SLX-12455.D703_D508","6",63500001,104500000,0.87,-2.765,73,36500000,73,2.5,0.05
145,"SLX-12455.D703_D508","6",105000001,159500000,1.013,3.0265,96,48000000,96,2.5,0.05
146,"SLX-12455.D703_D508","6",159500001,170500000,0.966,1.123,21,10500000,21,2.5,0.05
147,"SLX-12455.D703_D508","7",1,159000000,1.011,2.9455,251,125500000,251,2.5,0.05
148,"SLX-12455.D703_D508","8",500001,146364022,1.062,5.011,243,121364022,242.728044,2.5,0.05
149,"SLX-12455.D703_D508","9",500001,18000000,0.802,-5.519,30,15000000,30,2.5,0.05
150,"SLX-12455.D703_D508","9",18000001,91500000,1.13,7.765,70,35000000,70,2.5,0.05
151,"SLX-12455.D703_D508","9",91500001,103000000,1.667,29.5135,20,10000000,20,2.5,0.05
152,"SLX-12455.D703_D508","9",103000001,140500000,1.006,2.743,64,32000000,64,2.5,0.05
153,"SLX-12455.D703_D508","1",1000001,152000000,0.999,2.4795,202,101000000,202,2.5,0.1
154,"SLX-12455.D703_D508","1",152000001,155000000,1.96,22.18,6,3000000,6,2.5,0.1
155,"SLX-12455.D703_D508","1",155000001,174500000,1.183,6.2515,33,16500000,33,2.5,0.1
156,"SLX-12455.D703_D508","1",174500001,215000000,0.846,-0.657,73,36500000,73,2.5,0.1
157,"SLX-12455.D703_D508","1",215000001,224000000,1.127,5.1035,15,7500000,15,2.5,0.1
158,"SLX-12455.D703_D508","1",224500001,248500000,1.616,15.128,38,19000000,38,2.5,0.1
159,"SLX-12455.D703_D508","10",1,134000000,0.987,2.2335,210,105000000,210,2.5,0.1
160,"SLX-12455.D703_D508","11",500001,134500000,0.992,2.336,215,107500000,215,2.5,0.1
161,"SLX-12455.D703_D508","12",1000001,77500000,1.01,2.705,118,59000000,118,2.5,0.1
162,"SLX-12455.D703_D508","12",77500001,133500000,0.976,2.008,95,47500000,95,2.5,0.1
163,"SLX-12455.D703_D508","13",20000001,115169878,1.022,2.951,166,82669878,165.339756,2.5,0.1
164,"SLX-12455.D703_D508","14",20500001,106000000,1.002,2.541,150,75000000,150,2.5,0.1
165,"SLX-12455.D703_D508","15",22000001,102500000,0.992,2.336,134,67000000,134,2.5,0.1
166,"SLX-12455.D703_D508","16",500001,90000000,0.987,2.2335,118,59000000,118,2.5,0.1
167,"SLX-12455.D703_D508","17",1,81000000,0.993,2.3565,121,60500000,121,2.5,0.1
168,"SLX-12455.D703_D508","18",500001,78077248,1.014,2.787,127,63077248,126.154496,2.5,0.1
169,"SLX-12455.D703_D508","19",1000001,59000000,0.999,2.4795,79,39500000,79,2.5,0.1
170,"SLX-12455.D703_D508","2",1000001,243000000,0.996,2.418,385,192500000,385,2.5,0.1
171,"SLX-12455.D703_D508","20",1,62500000,1.027,3.0535,106,53000000,106,2.5,0.1
172,"SLX-12455.D703_D508","21",15500001,48000000,0.987,2.2335,51,25500000,51,2.5,0.1
173,"SLX-12455.D703_D508","22",19000001,51000000,0.976,2.008,54,27000000,54,2.5,0.1
174,"SLX-12455.D703_D508","3",1,197500000,1.004,2.582,335,167500000,335,2.5,0.1
175,"SLX-12455.D703_D508","4",500001,11500000,0.946,1.393,15,7500000,15,2.5,0.1
176,"SLX-12455.D703_D508","4",11500001,176000000,1.001,2.5205,275,137500000,275,2.5,0.1
177,"SLX-12455.D703_D508","4",176000001,190000000,0.962,1.721,26,13000000,26,2.5,0.1
178,"SLX-12455.D703_D508","5",500001,8500000,0.934,1.147,13,6500000,13,2.5,0.1
179,"SLX-12455.D703_D508","5",8500001,177000000,0.999,2.4795,281,140500000,281,2.5,0.1
180,"SLX-12455.D703_D508","5",177500001,180500000,0.916,0.778000000000001,5,2500000,5,2.5,0.1
181,"SLX-12455.D703_D508","6",500001,63500000,1.009,2.6845,93,46500000,93,2.5,0.1
182,"SLX-12455.D703_D508","6",63500001,104500000,0.87,-0.165,73,36500000,73,2.5,0.1
183,"SLX-12455.D703_D508","6",105000001,159500000,1.013,2.7665,96,48000000,96,2.5,0.1
184,"SLX-12455.D703_D508","6",159500001,170500000,0.966,1.803,21,10500000,21,2.5,0.1
185,"SLX-12455.D703_D508","7",1,159000000,1.011,2.7255,251,125500000,251,2.5,0.1
186,"SLX-12455.D703_D508","8",500001,146364022,1.062,3.771,243,121364022,242.728044,2.5,0.1
187,"SLX-12455.D703_D508","9",500001,18000000,0.802,-1.559,30,15000000,30,2.5,0.1
188,"SLX-12455.D703_D508","9",18000001,91500000,1.13,5.165,70,35000000,70,2.5,0.1
189,"SLX-12455.D703_D508","9",91500001,103000000,1.667,16.1735,20,10000000,20,2.5,0.1
190,"SLX-12455.D703_D508","9",103000001,140500000,1.006,2.623,64,32000000,64,2.5,0.1
191,"SLX-12455.D703_D508","1",1000001,152000000,0.999,2.48616666666667,202,101000000,202,2.5,0.15
192,"SLX-12455.D703_D508","1",152000001,155000000,1.96,15.78,6,3000000,6,2.5,0.15
193,"SLX-12455.D703_D508","1",155000001,174500000,1.183,5.0315,33,16500000,33,2.5,0.15
194,"SLX-12455.D703_D508","1",174500001,215000000,0.846,0.369666666666666,73,36500000,73,2.5,0.15
195,"SLX-12455.D703_D508","1",215000001,224000000,1.127,4.25683333333333,15,7500000,15,2.5,0.15
196,"SLX-12455.D703_D508","1",224500001,248500000,1.616,11.0213333333333,38,19000000,38,2.5,0.15
197,"SLX-12455.D703_D508","10",1,134000000,0.987,2.32016666666667,210,105000000,210,2.5,0.15
198,"SLX-12455.D703_D508","11",500001,134500000,0.992,2.38933333333333,215,107500000,215,2.5,0.15
199,"SLX-12455.D703_D508","12",1000001,77500000,1.01,2.63833333333333,118,59000000,118,2.5,0.15
200,"SLX-12455.D703_D508","12",77500001,133500000,0.976,2.168,95,47500000,95,2.5,0.15
201,"SLX-12455.D703_D508","13",20000001,115169878,1.022,2.80433333333333,166,82669878,165.339756,2.5,0.15
202,"SLX-12455.D703_D508","14",20500001,106000000,1.002,2.52766666666667,150,75000000,150,2.5,0.15
203,"SLX-12455.D703_D508","15",22000001,102500000,0.992,2.38933333333333,134,67000000,134,2.5,0.15
204,"SLX-12455.D703_D508","16",500001,90000000,0.987,2.32016666666667,118,59000000,118,2.5,0.15
205,"SLX-12455.D703_D508","17",1,81000000,0.993,2.40316666666667,121,60500000,121,2.5,0.15
206,"SLX-12455.D703_D508","18",500001,78077248,1.014,2.69366666666667,127,63077248,126.154496,2.5,0.15
207,"SLX-12455.D703_D508","19",1000001,59000000,0.999,2.48616666666667,79,39500000,79,2.5,0.15
208,"SLX-12455.D703_D508","2",1000001,243000000,0.996,2.44466666666667,385,192500000,385,2.5,0.15
209,"SLX-12455.D703_D508","20",1,62500000,1.027,2.8735,106,53000000,106,2.5,0.15
210,"SLX-12455.D703_D508","21",15500001,48000000,0.987,2.32016666666667,51,25500000,51,2.5,0.15
211,"SLX-12455.D703_D508","22",19000001,51000000,0.976,2.168,54,27000000,54,2.5,0.15
212,"SLX-12455.D703_D508","3",1,197500000,1.004,2.55533333333333,335,167500000,335,2.5,0.15
213,"SLX-12455.D703_D508","4",500001,11500000,0.946,1.753,15,7500000,15,2.5,0.15
214,"SLX-12455.D703_D508","4",11500001,176000000,1.001,2.51383333333333,275,137500000,275,2.5,0.15
215,"SLX-12455.D703_D508","4",176000001,190000000,0.962,1.97433333333333,26,13000000,26,2.5,0.15
216,"SLX-12455.D703_D508","5",500001,8500000,0.934,1.587,13,6500000,13,2.5,0.15
217,"SLX-12455.D703_D508","5",8500001,177000000,0.999,2.48616666666667,281,140500000,281,2.5,0.15
218,"SLX-12455.D703_D508","5",177500001,180500000,0.916,1.338,5,2500000,5,2.5,0.15
219,"SLX-12455.D703_D508","6",500001,63500000,1.009,2.6245,93,46500000,93,2.5,0.15
220,"SLX-12455.D703_D508","6",63500001,104500000,0.87,0.701666666666666,73,36500000,73,2.5,0.15
221,"SLX-12455.D703_D508","6",105000001,159500000,1.013,2.67983333333333,96,48000000,96,2.5,0.15
222,"SLX-12455.D703_D508","6",159500001,170500000,0.966,2.02966666666667,21,10500000,21,2.5,0.15
223,"SLX-12455.D703_D508","7",1,159000000,1.011,2.65216666666667,251,125500000,251,2.5,0.15
224,"SLX-12455.D703_D508","8",500001,146364022,1.062,3.35766666666667,243,121364022,242.728044,2.5,0.15
225,"SLX-12455.D703_D508","9",500001,18000000,0.802,-0.238999999999999,30,15000000,30,2.5,0.15
226,"SLX-12455.D703_D508","9",18000001,91500000,1.13,4.29833333333333,70,35000000,70,2.5,0.15
227,"SLX-12455.D703_D508","9",91500001,103000000,1.667,11.7268333333333,20,10000000,20,2.5,0.15
228,"SLX-12455.D703_D508","9",103000001,140500000,1.006,2.583,64,32000000,64,2.5,0.15
229,"SLX-12455.D703_D508","1",1000001,152000000,0.999,2.959,202,101000000,202,3,0.05
230,"SLX-12455.D703_D508","1",152000001,155000000,1.96,42.36,6,3000000,6,3,0.05
231,"SLX-12455.D703_D508","1",155000001,174500000,1.183,10.503,33,16500000,33,3,0.05
232,"SLX-12455.D703_D508","1",174500001,215000000,0.846,-3.314,73,36500000,73,3,0.05
233,"SLX-12455.D703_D508","1",215000001,224000000,1.127,8.207,15,7500000,15,3,0.05
234,"SLX-12455.D703_D508","1",224500001,248500000,1.616,28.256,38,19000000,38,3,0.05
235,"SLX-12455.D703_D508","10",1,134000000,0.987,2.467,210,105000000,210,3,0.05
236,"SLX-12455.D703_D508","11",500001,134500000,0.992,2.672,215,107500000,215,3,0.05
237,"SLX-12455.D703_D508","12",1000001,77500000,1.01,3.41,118,59000000,118,3,0.05
238,"SLX-12455.D703_D508","12",77500001,133500000,0.976,2.016,95,47500000,95,3,0.05
239,"SLX-12455.D703_D508","13",20000001,115169878,1.022,3.902,166,82669878,165.339756,3,0.05
240,"SLX-12455.D703_D508","14",20500001,106000000,1.002,3.082,150,75000000,150,3,0.05
241,"SLX-12455.D703_D508","15",22000001,102500000,0.992,2.672,134,67000000,134,3,0.05
242,"SLX-12455.D703_D508","16",500001,90000000,0.987,2.467,118,59000000,118,3,0.05
243,"SLX-12455.D703_D508","17",1,81000000,0.993,2.713,121,60500000,121,3,0.05
244,"SLX-12455.D703_D508","18",500001,78077248,1.014,3.574,127,63077248,126.154496,3,0.05
245,"SLX-12455.D703_D508","19",1000001,59000000,0.999,2.959,79,39500000,79,3,0.05
246,"SLX-12455.D703_D508","2",1000001,243000000,0.996,2.836,385,192500000,385,3,0.05
247,"SLX-12455.D703_D508","20",1,62500000,1.027,4.107,106,53000000,106,3,0.05
248,"SLX-12455.D703_D508","21",15500001,48000000,0.987,2.467,51,25500000,51,3,0.05
249,"SLX-12455.D703_D508","22",19000001,51000000,0.976,2.016,54,27000000,54,3,0.05
250,"SLX-12455.D703_D508","3",1,197500000,1.004,3.164,335,167500000,335,3,0.05
251,"SLX-12455.D703_D508","4",500001,11500000,0.946,0.785999999999998,15,7500000,15,3,0.05
252,"SLX-12455.D703_D508","4",11500001,176000000,1.001,3.041,275,137500000,275,3,0.05
253,"SLX-12455.D703_D508","4",176000001,190000000,0.962,1.442,26,13000000,26,3,0.05
254,"SLX-12455.D703_D508","5",500001,8500000,0.934,0.294000000000002,13,6500000,13,3,0.05
255,"SLX-12455.D703_D508","5",8500001,177000000,0.999,2.959,281,140500000,281,3,0.05
256,"SLX-12455.D703_D508","5",177500001,180500000,0.916,-0.443999999999999,5,2500000,5,3,0.05
257,"SLX-12455.D703_D508","6",500001,63500000,1.009,3.369,93,46500000,93,3,0.05
258,"SLX-12455.D703_D508","6",63500001,104500000,0.87,-2.33,73,36500000,73,3,0.05
259,"SLX-12455.D703_D508","6",105000001,159500000,1.013,3.533,96,48000000,96,3,0.05
260,"SLX-12455.D703_D508","6",159500001,170500000,0.966,1.606,21,10500000,21,3,0.05
261,"SLX-12455.D703_D508","7",1,159000000,1.011,3.451,251,125500000,251,3,0.05
262,"SLX-12455.D703_D508","8",500001,146364022,1.062,5.542,243,121364022,242.728044,3,0.05
263,"SLX-12455.D703_D508","9",500001,18000000,0.802,-5.118,30,15000000,30,3,0.05
264,"SLX-12455.D703_D508","9",18000001,91500000,1.13,8.32999999999999,70,35000000,70,3,0.05
265,"SLX-12455.D703_D508","9",91500001,103000000,1.667,30.347,20,10000000,20,3,0.05
266,"SLX-12455.D703_D508","9",103000001,140500000,1.006,3.246,64,32000000,64,3,0.05
267,"SLX-12455.D703_D508","1",1000001,152000000,0.999,2.979,202,101000000,202,3,0.1
268,"SLX-12455.D703_D508","1",152000001,155000000,1.96,23.16,6,3000000,6,3,0.1
269,"SLX-12455.D703_D508","1",155000001,174500000,1.183,6.843,33,16500000,33,3,0.1
270,"SLX-12455.D703_D508","1",174500001,215000000,0.846,-0.234,73,36500000,73,3,0.1
271,"SLX-12455.D703_D508","1",215000001,224000000,1.127,5.667,15,7500000,15,3,0.1
272,"SLX-12455.D703_D508","1",224500001,248500000,1.616,15.936,38,19000000,38,3,0.1
273,"SLX-12455.D703_D508","10",1,134000000,0.987,2.727,210,105000000,210,3,0.1
274,"SLX-12455.D703_D508","11",500001,134500000,0.992,2.832,215,107500000,215,3,0.1
275,"SLX-12455.D703_D508","12",1000001,77500000,1.01,3.21,118,59000000,118,3,0.1
276,"SLX-12455.D703_D508","12",77500001,133500000,0.976,2.496,95,47500000,95,3,0.1
277,"SLX-12455.D703_D508","13",20000001,115169878,1.022,3.462,166,82669878,165.339756,3,0.1
278,"SLX-12455.D703_D508","14",20500001,106000000,1.002,3.042,150,75000000,150,3,0.1
