"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
46,"SLX-10729.D703_D502","17",26000001,81000000,1.031,2.62,88,44000000,88,2,0.1
47,"SLX-10729.D703_D502","18",500001,24500000,1.17,5.4,33,16500000,33,2,0.1
48,"SLX-10729.D703_D502","18",24500001,76000000,1.01,2.2,90,45000000,90,2,0.1
49,"SLX-10729.D703_D502","18",76000001,78077248,1.198,5.96,4,1577248,3.154496,2,0.1
50,"SLX-10729.D703_D502","19",1000001,59000000,0.94,0.799999999999999,79,39500000,79,2,0.1
51,"SLX-10729.D703_D502","2",1000001,243000000,0.988,1.76,385,192500000,385,2,0.1
52,"SLX-10729.D703_D502","20",1,62500000,1.098,3.96,106,53000000,106,2,0.1
53,"SLX-10729.D703_D502","21",15500001,48000000,0.9,0.000000000000000444089209850063,51,25500000,51,2,0.1
54,"SLX-10729.D703_D502","22",19000001,51000000,0.858,-0.84,54,27000000,54,2,0.1
55,"SLX-10729.D703_D502","3",1,90000000,1.264,7.28,158,79000000,158,2,0.1
56,"SLX-10729.D703_D502","3",94000001,157000000,0.999,1.98,109,54500000,109,2,0.1
57,"SLX-10729.D703_D502","3",157000001,165500000,1.378,9.56,12,6000000,12,2,0.1
58,"SLX-10729.D703_D502","3",165500001,171000000,2.395,29.9,11,5500000,11,2,0.1
59,"SLX-10729.D703_D502","3",171000001,197500000,1.004,2.08,45,22500000,45,2,0.1
60,"SLX-10729.D703_D502","4",500001,190000000,1.04,2.8,316,158000000,316,2,0.1
61,"SLX-10729.D703_D502","5",500001,180500000,0.893,-0.14,299,149500000,299,2,0.1
62,"SLX-10729.D703_D502","6",500001,170500000,1.035,2.7,283,141500000,283,2,0.1
63,"SLX-10729.D703_D502","7",1,159000000,1.156,5.12,251,125500000,251,2,0.1
64,"SLX-10729.D703_D502","8",500001,146364022,1.136,4.72,243,121364022,242.728044,2,0.1
65,"SLX-10729.D703_D502","9",500001,71500000,0.987,1.74,65,32500000,65,2,0.1
66,"SLX-10729.D703_D502","9",71500001,94500000,1.097,3.94,40,20000000,40,2,0.1
67,"SLX-10729.D703_D502","9",94500001,101500000,1.004,2.08,12,6000000,12,2,0.1
68,"SLX-10729.D703_D502","9",101500001,140500000,1.214,6.28,67,33500000,67,2,0.1
69,"SLX-10729.D703_D502","1",1000001,46500000,1.002,2.02666666666667,69,34500000,69,2,0.15
70,"SLX-10729.D703_D502","1",47000001,75500000,0.905,0.733333333333334,53,26500000,53,2,0.15
71,"SLX-10729.D703_D502","1",75500001,248500000,0.999,1.98666666666667,245,122500000,245,2,0.15
72,"SLX-10729.D703_D502","10",1,134000000,1.059,2.78666666666667,210,105000000,210,2,0.15
73,"SLX-10729.D703_D502","11",500001,134500000,1.001,2.01333333333333,215,107500000,215,2,0.15
74,"SLX-10729.D703_D502","12",1000001,133500000,1.004,2.05333333333333,213,106500000,213,2,0.15
75,"SLX-10729.D703_D502","13",20000001,115169878,1.142,3.89333333333333,166,82669878,165.339756,2,0.15
76,"SLX-10729.D703_D502","14",20500001,106000000,0.969,1.58666666666667,150,75000000,150,2,0.15
77,"SLX-10729.D703_D502","15",22000001,102500000,1.017,2.22666666666667,134,67000000,134,2,0.15
78,"SLX-10729.D703_D502","16",500001,90000000,1.037,2.49333333333333,118,59000000,118,2,0.15
79,"SLX-10729.D703_D502","17",1,18000000,0.849,-0.0133333333333336,33,16500000,33,2,0.15
80,"SLX-10729.D703_D502","17",26000001,81000000,1.031,2.41333333333333,88,44000000,88,2,0.15
81,"SLX-10729.D703_D502","18",500001,24500000,1.17,4.26666666666667,33,16500000,33,2,0.15
82,"SLX-10729.D703_D502","18",24500001,76000000,1.01,2.13333333333333,90,45000000,90,2,0.15
83,"SLX-10729.D703_D502","18",76000001,78077248,1.198,4.64,4,1577248,3.154496,2,0.15
84,"SLX-10729.D703_D502","19",1000001,59000000,0.94,1.2,79,39500000,79,2,0.15
85,"SLX-10729.D703_D502","2",1000001,243000000,0.988,1.84,385,192500000,385,2,0.15
86,"SLX-10729.D703_D502","20",1,62500000,1.098,3.30666666666667,106,53000000,106,2,0.15
87,"SLX-10729.D703_D502","21",15500001,48000000,0.9,0.666666666666667,51,25500000,51,2,0.15
88,"SLX-10729.D703_D502","22",19000001,51000000,0.858,0.106666666666666,54,27000000,54,2,0.15
89,"SLX-10729.D703_D502","3",1,90000000,1.264,5.52,158,79000000,158,2,0.15
90,"SLX-10729.D703_D502","3",94000001,157000000,0.999,1.98666666666667,109,54500000,109,2,0.15
91,"SLX-10729.D703_D502","3",157000001,165500000,1.378,7.04,12,6000000,12,2,0.15
92,"SLX-10729.D703_D502","3",165500001,171000000,2.395,20.6,11,5500000,11,2,0.15
93,"SLX-10729.D703_D502","3",171000001,197500000,1.004,2.05333333333333,45,22500000,45,2,0.15
94,"SLX-10729.D703_D502","4",500001,190000000,1.04,2.53333333333333,316,158000000,316,2,0.15
95,"SLX-10729.D703_D502","5",500001,180500000,0.893,0.573333333333333,299,149500000,299,2,0.15
96,"SLX-10729.D703_D502","6",500001,170500000,1.035,2.46666666666667,283,141500000,283,2,0.15
97,"SLX-10729.D703_D502","7",1,159000000,1.156,4.08,251,125500000,251,2,0.15
98,"SLX-10729.D703_D502","8",500001,146364022,1.136,3.81333333333333,243,121364022,242.728044,2,0.15
99,"SLX-10729.D703_D502","9",500001,71500000,0.987,1.82666666666667,65,32500000,65,2,0.15
100,"SLX-10729.D703_D502","9",71500001,94500000,1.097,3.29333333333333,40,20000000,40,2,0.15
101,"SLX-10729.D703_D502","9",94500001,101500000,1.004,2.05333333333333,12,6000000,12,2,0.15
102,"SLX-10729.D703_D502","9",101500001,140500000,1.214,4.85333333333333,67,33500000,67,2,0.15
103,"SLX-10729.D703_D502","1",1000001,46500000,1.002,2.581,69,34500000,69,2.5,0.05
104,"SLX-10729.D703_D502","1",47000001,75500000,0.905,-1.3475,53,26500000,53,2.5,0.05
105,"SLX-10729.D703_D502","1",75500001,248500000,0.999,2.4595,245,122500000,245,2.5,0.05
106,"SLX-10729.D703_D502","10",1,134000000,1.059,4.8895,210,105000000,210,2.5,0.05
107,"SLX-10729.D703_D502","11",500001,134500000,1.001,2.5405,215,107500000,215,2.5,0.05
108,"SLX-10729.D703_D502","12",1000001,133500000,1.004,2.662,213,106500000,213,2.5,0.05
109,"SLX-10729.D703_D502","13",20000001,115169878,1.142,8.251,166,82669878,165.339756,2.5,0.05
110,"SLX-10729.D703_D502","14",20500001,106000000,0.969,1.2445,150,75000000,150,2.5,0.05
111,"SLX-10729.D703_D502","15",22000001,102500000,1.017,3.1885,134,67000000,134,2.5,0.05
112,"SLX-10729.D703_D502","16",500001,90000000,1.037,3.9985,118,59000000,118,2.5,0.05
113,"SLX-10729.D703_D502","17",1,18000000,0.849,-3.6155,33,16500000,33,2.5,0.05
114,"SLX-10729.D703_D502","17",26000001,81000000,1.031,3.7555,88,44000000,88,2.5,0.05
115,"SLX-10729.D703_D502","18",500001,24500000,1.17,9.385,33,16500000,33,2.5,0.05
116,"SLX-10729.D703_D502","18",24500001,76000000,1.01,2.905,90,45000000,90,2.5,0.05
117,"SLX-10729.D703_D502","18",76000001,78077248,1.198,10.519,4,1577248,3.154496,2.5,0.05
118,"SLX-10729.D703_D502","19",1000001,59000000,0.94,0.0699999999999976,79,39500000,79,2.5,0.05
119,"SLX-10729.D703_D502","2",1000001,243000000,0.988,2.014,385,192500000,385,2.5,0.05
120,"SLX-10729.D703_D502","20",1,62500000,1.098,6.469,106,53000000,106,2.5,0.05
121,"SLX-10729.D703_D502","21",15500001,48000000,0.9,-1.55,51,25500000,51,2.5,0.05
122,"SLX-10729.D703_D502","22",19000001,51000000,0.858,-3.251,54,27000000,54,2.5,0.05
123,"SLX-10729.D703_D502","3",1,90000000,1.264,13.192,158,79000000,158,2.5,0.05
124,"SLX-10729.D703_D502","3",94000001,157000000,0.999,2.4595,109,54500000,109,2.5,0.05
125,"SLX-10729.D703_D502","3",157000001,165500000,1.378,17.809,12,6000000,12,2.5,0.05
126,"SLX-10729.D703_D502","3",165500001,171000000,2.395,58.9975,11,5500000,11,2.5,0.05
127,"SLX-10729.D703_D502","3",171000001,197500000,1.004,2.662,45,22500000,45,2.5,0.05
128,"SLX-10729.D703_D502","4",500001,190000000,1.04,4.12,316,158000000,316,2.5,0.05
129,"SLX-10729.D703_D502","5",500001,180500000,0.893,-1.8335,299,149500000,299,2.5,0.05
130,"SLX-10729.D703_D502","6",500001,170500000,1.035,3.9175,283,141500000,283,2.5,0.05
131,"SLX-10729.D703_D502","7",1,159000000,1.156,8.818,251,125500000,251,2.5,0.05
132,"SLX-10729.D703_D502","8",500001,146364022,1.136,8.008,243,121364022,242.728044,2.5,0.05
133,"SLX-10729.D703_D502","9",500001,71500000,0.987,1.9735,65,32500000,65,2.5,0.05
134,"SLX-10729.D703_D502","9",71500001,94500000,1.097,6.4285,40,20000000,40,2.5,0.05
135,"SLX-10729.D703_D502","9",94500001,101500000,1.004,2.662,12,6000000,12,2.5,0.05
136,"SLX-10729.D703_D502","9",101500001,140500000,1.214,11.167,67,33500000,67,2.5,0.05
137,"SLX-10729.D703_D502","1",1000001,46500000,1.002,2.541,69,34500000,69,2.5,0.1
138,"SLX-10729.D703_D502","1",47000001,75500000,0.905,0.552500000000001,53,26500000,53,2.5,0.1
139,"SLX-10729.D703_D502","1",75500001,248500000,0.999,2.4795,245,122500000,245,2.5,0.1
140,"SLX-10729.D703_D502","10",1,134000000,1.059,3.7095,210,105000000,210,2.5,0.1
141,"SLX-10729.D703_D502","11",500001,134500000,1.001,2.5205,215,107500000,215,2.5,0.1
142,"SLX-10729.D703_D502","12",1000001,133500000,1.004,2.582,213,106500000,213,2.5,0.1
143,"SLX-10729.D703_D502","13",20000001,115169878,1.142,5.411,166,82669878,165.339756,2.5,0.1
144,"SLX-10729.D703_D502","14",20500001,106000000,0.969,1.8645,150,75000000,150,2.5,0.1
145,"SLX-10729.D703_D502","15",22000001,102500000,1.017,2.8485,134,67000000,134,2.5,0.1
146,"SLX-10729.D703_D502","16",500001,90000000,1.037,3.2585,118,59000000,118,2.5,0.1
147,"SLX-10729.D703_D502","17",1,18000000,0.849,-0.5955,33,16500000,33,2.5,0.1
148,"SLX-10729.D703_D502","17",26000001,81000000,1.031,3.1355,88,44000000,88,2.5,0.1
149,"SLX-10729.D703_D502","18",500001,24500000,1.17,5.985,33,16500000,33,2.5,0.1
150,"SLX-10729.D703_D502","18",24500001,76000000,1.01,2.705,90,45000000,90,2.5,0.1
151,"SLX-10729.D703_D502","18",76000001,78077248,1.198,6.559,4,1577248,3.154496,2.5,0.1
152,"SLX-10729.D703_D502","19",1000001,59000000,0.94,1.27,79,39500000,79,2.5,0.1
153,"SLX-10729.D703_D502","2",1000001,243000000,0.988,2.254,385,192500000,385,2.5,0.1
154,"SLX-10729.D703_D502","20",1,62500000,1.098,4.509,106,53000000,106,2.5,0.1
155,"SLX-10729.D703_D502","21",15500001,48000000,0.9,0.450000000000001,51,25500000,51,2.5,0.1
156,"SLX-10729.D703_D502","22",19000001,51000000,0.858,-0.411,54,27000000,54,2.5,0.1
157,"SLX-10729.D703_D502","3",1,90000000,1.264,7.912,158,79000000,158,2.5,0.1
158,"SLX-10729.D703_D502","3",94000001,157000000,0.999,2.4795,109,54500000,109,2.5,0.1
159,"SLX-10729.D703_D502","3",157000001,165500000,1.378,10.249,12,6000000,12,2.5,0.1
160,"SLX-10729.D703_D502","3",165500001,171000000,2.395,31.0975,11,5500000,11,2.5,0.1
161,"SLX-10729.D703_D502","3",171000001,197500000,1.004,2.582,45,22500000,45,2.5,0.1
162,"SLX-10729.D703_D502","4",500001,190000000,1.04,3.32,316,158000000,316,2.5,0.1
163,"SLX-10729.D703_D502","5",500001,180500000,0.893,0.3065,299,149500000,299,2.5,0.1
164,"SLX-10729.D703_D502","6",500001,170500000,1.035,3.2175,283,141500000,283,2.5,0.1
165,"SLX-10729.D703_D502","7",1,159000000,1.156,5.698,251,125500000,251,2.5,0.1
166,"SLX-10729.D703_D502","8",500001,146364022,1.136,5.288,243,121364022,242.728044,2.5,0.1
167,"SLX-10729.D703_D502","9",500001,71500000,0.987,2.2335,65,32500000,65,2.5,0.1
168,"SLX-10729.D703_D502","9",71500001,94500000,1.097,4.4885,40,20000000,40,2.5,0.1
169,"SLX-10729.D703_D502","9",94500001,101500000,1.004,2.582,12,6000000,12,2.5,0.1
170,"SLX-10729.D703_D502","9",101500001,140500000,1.214,6.887,67,33500000,67,2.5,0.1
171,"SLX-10729.D703_D502","1",1000001,46500000,1.002,2.52766666666667,69,34500000,69,2.5,0.15
172,"SLX-10729.D703_D502","1",47000001,75500000,0.905,1.18583333333333,53,26500000,53,2.5,0.15
173,"SLX-10729.D703_D502","1",75500001,248500000,0.999,2.48616666666667,245,122500000,245,2.5,0.15
174,"SLX-10729.D703_D502","10",1,134000000,1.059,3.31616666666667,210,105000000,210,2.5,0.15
175,"SLX-10729.D703_D502","11",500001,134500000,1.001,2.51383333333333,215,107500000,215,2.5,0.15
176,"SLX-10729.D703_D502","12",1000001,133500000,1.004,2.55533333333333,213,106500000,213,2.5,0.15
177,"SLX-10729.D703_D502","13",20000001,115169878,1.142,4.46433333333333,166,82669878,165.339756,2.5,0.15
178,"SLX-10729.D703_D502","14",20500001,106000000,0.969,2.07116666666667,150,75000000,150,2.5,0.15
179,"SLX-10729.D703_D502","15",22000001,102500000,1.017,2.73516666666667,134,67000000,134,2.5,0.15
180,"SLX-10729.D703_D502","16",500001,90000000,1.037,3.01183333333333,118,59000000,118,2.5,0.15
181,"SLX-10729.D703_D502","17",1,18000000,0.849,0.411166666666666,33,16500000,33,2.5,0.15
182,"SLX-10729.D703_D502","17",26000001,81000000,1.031,2.92883333333333,88,44000000,88,2.5,0.15
183,"SLX-10729.D703_D502","18",500001,24500000,1.17,4.85166666666667,33,16500000,33,2.5,0.15
184,"SLX-10729.D703_D502","18",24500001,76000000,1.01,2.63833333333333,90,45000000,90,2.5,0.15
185,"SLX-10729.D703_D502","18",76000001,78077248,1.198,5.239,4,1577248,3.154496,2.5,0.15
186,"SLX-10729.D703_D502","19",1000001,59000000,0.94,1.67,79,39500000,79,2.5,0.15
187,"SLX-10729.D703_D502","2",1000001,243000000,0.988,2.334,385,192500000,385,2.5,0.15
188,"SLX-10729.D703_D502","20",1,62500000,1.098,3.85566666666667,106,53000000,106,2.5,0.15
189,"SLX-10729.D703_D502","21",15500001,48000000,0.9,1.11666666666667,51,25500000,51,2.5,0.15
190,"SLX-10729.D703_D502","22",19000001,51000000,0.858,0.535666666666666,54,27000000,54,2.5,0.15
191,"SLX-10729.D703_D502","3",1,90000000,1.264,6.152,158,79000000,158,2.5,0.15
192,"SLX-10729.D703_D502","3",94000001,157000000,0.999,2.48616666666667,109,54500000,109,2.5,0.15
193,"SLX-10729.D703_D502","3",157000001,165500000,1.378,7.729,12,6000000,12,2.5,0.15
194,"SLX-10729.D703_D502","3",165500001,171000000,2.395,21.7975,11,5500000,11,2.5,0.15
195,"SLX-10729.D703_D502","3",171000001,197500000,1.004,2.55533333333333,45,22500000,45,2.5,0.15
196,"SLX-10729.D703_D502","4",500001,190000000,1.04,3.05333333333333,316,158000000,316,2.5,0.15
197,"SLX-10729.D703_D502","5",500001,180500000,0.893,1.01983333333333,299,149500000,299,2.5,0.15
198,"SLX-10729.D703_D502","6",500001,170500000,1.035,2.98416666666667,283,141500000,283,2.5,0.15
199,"SLX-10729.D703_D502","7",1,159000000,1.156,4.658,251,125500000,251,2.5,0.15
200,"SLX-10729.D703_D502","8",500001,146364022,1.136,4.38133333333333,243,121364022,242.728044,2.5,0.15
201,"SLX-10729.D703_D502","9",500001,71500000,0.987,2.32016666666667,65,32500000,65,2.5,0.15
202,"SLX-10729.D703_D502","9",71500001,94500000,1.097,3.84183333333333,40,20000000,40,2.5,0.15
203,"SLX-10729.D703_D502","9",94500001,101500000,1.004,2.55533333333333,12,6000000,12,2.5,0.15
204,"SLX-10729.D703_D502","9",101500001,140500000,1.214,5.46033333333333,67,33500000,67,2.5,0.15
205,"SLX-10729.D703_D502","1",1000001,46500000,1.002,3.082,69,34500000,69,3,0.05
206,"SLX-10729.D703_D502","1",47000001,75500000,0.905,-0.894999999999999,53,26500000,53,3,0.05
207,"SLX-10729.D703_D502","1",75500001,248500000,0.999,2.959,245,122500000,245,3,0.05
208,"SLX-10729.D703_D502","10",1,134000000,1.059,5.419,210,105000000,210,3,0.05
209,"SLX-10729.D703_D502","11",500001,134500000,1.001,3.041,215,107500000,215,3,0.05
210,"SLX-10729.D703_D502","12",1000001,133500000,1.004,3.164,213,106500000,213,3,0.05
211,"SLX-10729.D703_D502","13",20000001,115169878,1.142,8.822,166,82669878,165.339756,3,0.05
212,"SLX-10729.D703_D502","14",20500001,106000000,0.969,1.729,150,75000000,150,3,0.05
213,"SLX-10729.D703_D502","15",22000001,102500000,1.017,3.697,134,67000000,134,3,0.05
214,"SLX-10729.D703_D502","16",500001,90000000,1.037,4.517,118,59000000,118,3,0.05
215,"SLX-10729.D703_D502","17",1,18000000,0.849,-3.191,33,16500000,33,3,0.05
216,"SLX-10729.D703_D502","17",26000001,81000000,1.031,4.271,88,44000000,88,3,0.05
217,"SLX-10729.D703_D502","18",500001,24500000,1.17,9.97,33,16500000,33,3,0.05
218,"SLX-10729.D703_D502","18",24500001,76000000,1.01,3.41,90,45000000,90,3,0.05
219,"SLX-10729.D703_D502","18",76000001,78077248,1.198,11.118,4,1577248,3.154496,3,0.05
220,"SLX-10729.D703_D502","19",1000001,59000000,0.94,0.539999999999998,79,39500000,79,3,0.05
221,"SLX-10729.D703_D502","2",1000001,243000000,0.988,2.508,385,192500000,385,3,0.05
222,"SLX-10729.D703_D502","20",1,62500000,1.098,7.018,106,53000000,106,3,0.05
223,"SLX-10729.D703_D502","21",15500001,48000000,0.9,-1.1,51,25500000,51,3,0.05
224,"SLX-10729.D703_D502","22",19000001,51000000,0.858,-2.822,54,27000000,54,3,0.05
225,"SLX-10729.D703_D502","3",1,90000000,1.264,13.824,158,79000000,158,3,0.05
226,"SLX-10729.D703_D502","3",94000001,157000000,0.999,2.959,109,54500000,109,3,0.05
227,"SLX-10729.D703_D502","3",157000001,165500000,1.378,18.498,12,6000000,12,3,0.05
228,"SLX-10729.D703_D502","3",165500001,171000000,2.395,60.195,11,5500000,11,3,0.05
229,"SLX-10729.D703_D502","3",171000001,197500000,1.004,3.164,45,22500000,45,3,0.05
230,"SLX-10729.D703_D502","4",500001,190000000,1.04,4.64,316,158000000,316,3,0.05
231,"SLX-10729.D703_D502","5",500001,180500000,0.893,-1.387,299,149500000,299,3,0.05
232,"SLX-10729.D703_D502","6",500001,170500000,1.035,4.435,283,141500000,283,3,0.05
233,"SLX-10729.D703_D502","7",1,159000000,1.156,9.396,251,125500000,251,3,0.05
234,"SLX-10729.D703_D502","8",500001,146364022,1.136,8.576,243,121364022,242.728044,3,0.05
235,"SLX-10729.D703_D502","9",500001,71500000,0.987,2.467,65,32500000,65,3,0.05
236,"SLX-10729.D703_D502","9",71500001,94500000,1.097,6.977,40,20000000,40,3,0.05
237,"SLX-10729.D703_D502","9",94500001,101500000,1.004,3.164,12,6000000,12,3,0.05
238,"SLX-10729.D703_D502","9",101500001,140500000,1.214,11.774,67,33500000,67,3,0.05
239,"SLX-10729.D703_D502","1",1000001,46500000,1.002,3.042,69,34500000,69,3,0.1
240,"SLX-10729.D703_D502","1",47000001,75500000,0.905,1.005,53,26500000,53,3,0.1
241,"SLX-10729.D703_D502","1",75500001,248500000,0.999,2.979,245,122500000,245,3,0.1
242,"SLX-10729.D703_D502","10",1,134000000,1.059,4.239,210,105000000,210,3,0.1
243,"SLX-10729.D703_D502","11",500001,134500000,1.001,3.021,215,107500000,215,3,0.1
244,"SLX-10729.D703_D502","12",1000001,133500000,1.004,3.084,213,106500000,213,3,0.1
245,"SLX-10729.D703_D502","13",20000001,115169878,1.142,5.982,166,82669878,165.339756,3,0.1
246,"SLX-10729.D703_D502","14",20500001,106000000,0.969,2.349,150,75000000,150,3,0.1
247,"SLX-10729.D703_D502","15",22000001,102500000,1.017,3.357,134,67000000,134,3,0.1
248,"SLX-10729.D703_D502","16",500001,90000000,1.037,3.777,118,59000000,118,3,0.1
249,"SLX-10729.D703_D502","17",1,18000000,0.849,-0.171,33,16500000,33,3,0.1
250,"SLX-10729.D703_D502","17",26000001,81000000,1.031,3.651,88,44000000,88,3,0.1
251,"SLX-10729.D703_D502","18",500001,24500000,1.17,6.57,33,16500000,33,3,0.1
252,"SLX-10729.D703_D502","18",24500001,76000000,1.01,3.21,90,45000000,90,3,0.1
253,"SLX-10729.D703_D502","18",76000001,78077248,1.198,7.158,4,1577248,3.154496,3,0.1
254,"SLX-10729.D703_D502","19",1000001,59000000,0.94,1.74,79,39500000,79,3,0.1
255,"SLX-10729.D703_D502","2",1000001,243000000,0.988,2.748,385,192500000,385,3,0.1
256,"SLX-10729.D703_D502","20",1,62500000,1.098,5.058,106,53000000,106,3,0.1
257,"SLX-10729.D703_D502","21",15500001,48000000,0.9,0.9,51,25500000,51,3,0.1
258,"SLX-10729.D703_D502","22",19000001,51000000,0.858,0.0179999999999998,54,27000000,54,3,0.1
259,"SLX-10729.D703_D502","3",1,90000000,1.264,8.544,158,79000000,158,3,0.1
260,"SLX-10729.D703_D502","3",94000001,157000000,0.999,2.979,109,54500000,109,3,0.1
261,"SLX-10729.D703_D502","3",157000001,165500000,1.378,10.938,12,6000000,12,3,0.1
262,"SLX-10729.D703_D502","3",165500001,171000000,2.395,32.295,11,5500000,11,3,0.1
263,"SLX-10729.D703_D502","3",171000001,197500000,1.004,3.084,45,22500000,45,3,0.1
264,"SLX-10729.D703_D502","4",500001,190000000,1.04,3.84,316,158000000,316,3,0.1
265,"SLX-10729.D703_D502","5",500001,180500000,0.893,0.753,299,149500000,299,3,0.1
266,"SLX-10729.D703_D502","6",500001,170500000,1.035,3.735,283,141500000,283,3,0.1
267,"SLX-10729.D703_D502","7",1,159000000,1.156,6.276,251,125500000,251,3,0.1
268,"SLX-10729.D703_D502","8",500001,146364022,1.136,5.856,243,121364022,242.728044,3,0.1
269,"SLX-10729.D703_D502","9",500001,71500000,0.987,2.727,65,32500000,65,3,0.1
270,"SLX-10729.D703_D502","9",71500001,94500000,1.097,5.037,40,20000000,40,3,0.1
271,"SLX-10729.D703_D502","9",94500001,101500000,1.004,3.084,12,6000000,12,3,0.1
272,"SLX-10729.D703_D502","9",101500001,140500000,1.214,7.494,67,33500000,67,3,0.1
273,"SLX-10729.D703_D502","1",1000001,46500000,1.002,3.02866666666667,69,34500000,69,3,0.15
274,"SLX-10729.D703_D502","1",47000001,75500000,0.905,1.63833333333333,53,26500000,53,3,0.15
275,"SLX-10729.D703_D502","1",75500001,248500000,0.999,2.98566666666667,245,122500000,245,3,0.15
276,"SLX-10729.D703_D502","10",1,134000000,1.059,3.84566666666667,210,105000000,210,3,0.15
277,"SLX-10729.D703_D502","11",500001,134500000,1.001,3.01433333333333,215,107500000,215,3,0.15
278,"SLX-10729.D703_D502","12",1000001,133500000,1.004,3.05733333333333,213,106500000,213,3,0.15
279,"SLX-10729.D703_D502","13",20000001,115169878,1.142,5.03533333333333,166,82669878,165.339756,3,0.15
